id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout,against,cherechen,corrupted,dmitriyev,kanopatskaja,tihanovkaja,lukashenko
02-067-0026,Psuja,village,55.206904,28.158366,2,,39,27,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,37,,27,690.774,550.063,0.7963,12.5136,3.67723,2.71676,4.4456,4.08886,99.308,423.313
02-067-0027,Черневичи,village,55.333794,28.094343,2,,18,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,7,690.774,550.063,0.7963,4.64573,1.36519,1.00861,1.65046,1.51801,48.312,491.563
02-067-0028,Prozaroki,village,55.294811,28.218982,2,,17,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,7,690.774,550.063,0.7963,4.38763,1.28935,0.952578,1.55876,1.43368,45.628,494.813
02-067-0029,Ломаши,village,55.3488,28.327798,2,,40,24,,,2,,2,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,,22,690.774,550.063,0.7963,12.7716,3.75307,2.77279,4.5373,4.17319,101.992,420.063
02-068-0001,Haradok,town_below100,55.452497,29.993023,2,,104,47,,,2,,0,1,,0,1,,0,0,,0,0,,0,0,,0,2,,0,98,,47,1350.62,1113.05,0.8241,45.4608,12.8084,7.3964,14.7026,9.7416,248.528,774.41
02-068-0002,Haradok,town_below100,55.457924,29.984587,2,,104,41,,,0,,0,1,,0,0,,0,0,,0,0,,0,1,,0,2,,0,100,,41,1350.62,1113.05,0.8241,42.9045,12.0882,6.9805,13.8759,9.19382,253.6,774.405
02-068-0003,Haradok,town_below100,55.461451,29.986106,2,,115,62,,,3,,0,2,,0,0,,0,0,,0,0,,0,0,,0,3,,1,107,,61,1350.62,1113.05,0.8241,52.0143,14.6548,8.46265,16.8221,11.1459,271.352,738.596
02-068-0004,Haradok,town_below100,55.467137,29.974697,2,,48,21,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,47,,21,1350.62,1113.05,0.8241,18.7206,5.27445,3.04581,6.05447,4.01155,119.192,956.749
02-068-0005,Haradok,town_below100,55.471816,29.959093,2,,105,59,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,101,,57,1350.62,1113.05,0.8241,43.2679,12.1906,7.03962,13.9934,9.27169,256.136,771.149
02-068-0006,Haradok,town_below100,55.46309,30.001485,2,,57,24,,,1,,0,0,,0,0,,0,2,,0,0,,0,0,,0,1,,0,53,,24,1350.62,1113.05,0.8241,25.8255,7.27622,4.20176,8.35228,5.53403,134.408,927.45
02-068-0007,Haradok,town_below100,55.451563,29.980635,2,,111,55,,,2,,0,0,,0,0,,0,1,,0,0,,0,2,,0,1,,0,105,,55,1350.62,1113.05,0.8241,48.0045,13.5251,7.81025,15.5253,10.2867,266.28,751.616
02-068-0008,Рудня,village,55.759765,30.297138,2,,0,0,,,0,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,690.774,550.063,0.7963,0,0,0,0,0,0,550.063
02-068-0009,Езерище,village,55.835629,29.982566,2,,22,14,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,21,,13,690.774,550.063,0.7963,6.90202,2.02822,1.49846,2.45203,2.25526,56.364,478.563
02-068-0010,Бычиха,village,55.676666,29.980311,2,,11,6,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,10,,5,690.774,550.063,0.7963,4.06296,1.19394,0.88209,1.44342,1.32759,26.84,514.313
02-068-0011,Гурки,village,55.781347,30.013235,2,,2,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,690.774,550.063,0.7963,0.516192,0.151688,0.112068,0.183384,0.168668,5.368,543.563
02-068-0012,Новые Вайханы,village,55.444614,29.820348,2,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,690.774,550.063,0.7963,0.774288,0.227532,0.168102,0.275076,0.253002,8.052,540.313
02-068-0013,Прудники,village,55.417654,29.994011,2,,9,3,272,272,0,8,0,0,2,0,0,,0,0,7,0,0,,0,0,5,0,1,236,0,8,14,3,272,216.594,0.7963,3.54677,1.04225,0.770022,1.26004,1.15892,21.472,187.344
02-068-0014,Долгополье,village,55.542879,29.747091,2,,9,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,6,690.774,550.063,0.7963,2.32286,0.682596,0.504306,0.825228,0.759006,24.156,520.813
02-068-0015,Вировля,village,55.645934,29.861922,2,,4,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,0,690.774,550.063,0.7963,1.03238,0.303376,0.224136,0.366768,0.337336,10.736,537.063
02-068-0016,Холомерье,village,55.745073,29.71141,2,,7,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,3,690.774,550.063,0.7963,1.80667,0.530908,0.392238,0.641844,0.590338,18.788,527.313
02-068-0017,Степановичи,village,55.689958,30.500301,2,,4,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,2,690.774,550.063,0.7963,1.03238,0.303376,0.224136,0.366768,0.337336,10.736,537.063
02-068-0018,Межа,village,55.681178,30.420489,2,,9,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,8,,4,690.774,550.063,0.7963,3.54677,1.04225,0.770022,1.26004,1.15892,21.472,520.813
02-068-0019,Кабище,village,55.427612,30.216398,2,,5,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,4,,3,690.774,550.063,0.7963,2.51438,0.738876,0.545886,0.893268,0.821586,10.736,533.813
02-068-0020,Пальминка,village,55.444473,30.136281,2,,37,16,,,0,,0,0,,0,0,,0,1,,0,0,,0,1,,1,0,,0,35,,15,690.774,550.063,0.7963,11.9974,3.52554,2.60469,4.26222,3.92019,93.94,429.813
02-068-0021,Веремеевка,village,55.485918,29.966244,2,,54,22,,,0,,0,0,,0,1,,1,1,,0,0,,0,0,,0,0,,0,52,,21,690.774,550.063,0.7963,16.385,4.81489,3.55727,5.82098,5.35387,139.568,374.563
02-068-0022,Вархи,village,55.575139,29.980743,2,,15,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,4,690.774,550.063,0.7963,3.87144,1.13766,0.84051,1.37538,1.26501,40.26,501.313
02-068-0023,Смоловка,village,55.551166,30.218787,2,,7,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,3,690.774,550.063,0.7963,1.80667,0.530908,0.392238,0.641844,0.590338,18.788,527.313
02-068-0024,Дуброво,village,55.631935,30.158708,2,,8,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,1,690.774,550.063,0.7963,2.06477,0.606752,0.448272,0.733536,0.674672,21.472,524.063
02-068-0025,Веречье,village,55.584197,30.369956,2,,8,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,4,690.774,550.063,0.7963,2.06477,0.606752,0.448272,0.733536,0.674672,21.472,524.063
02-068-0026,Haradok,town_below100,55.449766,29.969747,2,,0,0,,,0,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,1350.62,1113.05,0.8241,0,0,0,0,0,0,1113.05
02-069-0001,Dokshytsy,town_below100,54.886917,27.763305,2,,167,74,,,2,,0,0,,0,0,,0,0,,0,1,,0,0,,0,2,,1,162,,73,1350.62,1113.05,0.8241,67.0758,18.8984,10.9131,21.6932,14.3734,410.832,569.262
02-069-0002,Dokshytsy,town_below100,54.895641,27.74736,2,,126,58,,,3,,2,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,121,,56,1350.62,1113.05,0.8241,52.1771,14.7007,8.48913,16.8747,11.1808,306.856,702.769
02-069-0003,Dokshytsy,town_below100,54.887548,27.762164,2,,185,84,,,1,,0,2,,1,0,,0,1,,0,1,,0,0,,0,3,,0,177,,83,1350.62,1113.05,0.8241,77.4512,21.8216,12.6012,25.0487,16.5967,448.872,510.657
02-069-0004,Dokshytsy,town_below100,54.895352,27.766548,2,,135,58,,,3,,1,0,,0,0,,0,1,,0,1,,0,0,,0,1,,0,129,,57,1350.62,1113.05,0.8241,56.7257,15.9822,9.22918,18.3458,12.1555,327.144,673.466
02-069-0005,Begoml,village,54.731201,28.061663,2,,128,66,1136,1190,2,69,2,0,21,0,0,5,0,0,24,0,2,,0,0,20,0,2,581,1,122,416,63,1190,947.597,0.7963,40.3797,11.866,8.76665,14.3454,13.1942,327.448,531.597
02-069-0006,Begoml,village,54.732688,28.052742,2,,110,59,1101,1175,2,85,1,0,22,0,0,,0,2,28,0,0,,0,1,22,0,1,520,0,104,424,58,1175,935.653,0.7963,35.734,10.5008,7.75804,12.695,11.6762,279.136,578.153
02-069-0007,Замосточье,village,54.646411,27.970079,2,,26,10,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,,9,690.774,550.063,0.7963,7.9344,2.3316,1.7226,2.8188,2.5926,67.1,465.563
02-069-0008,Прудники,village,54.822615,27.929143,2,,9,3,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,3,690.774,550.063,0.7963,3.54677,1.04225,0.770022,1.26004,1.15892,21.472,520.813
02-069-0009,Bierazino,village,54.902372,28.194829,2,,5,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,3,690.774,550.063,0.7963,1.29048,0.37922,0.28017,0.45846,0.42167,13.42,533.813
02-069-0010,Глинное,village,54.892561,28.004233,2,,14,4,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,4,690.774,550.063,0.7963,4.83725,1.42147,1.05019,1.7185,1.58059,34.892,504.563
02-069-0011,Берёзки,village,54.700773,27.812982,2,,22,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,20,,11,690.774,550.063,0.7963,8.12592,2.38788,1.76418,2.88684,2.65518,53.68,478.563
02-069-0012,Петровичи,village,54.974189,27.680319,2,,19,12,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,18,,12,690.774,550.063,0.7963,6.12773,1.80069,1.33036,2.17696,2.00226,48.312,488.313
02-069-0013,Барсуки,village,54.922912,27.705238,2,,39,22,,,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,1,,0,37,,21,690.774,550.063,0.7963,12.5136,3.67723,2.71676,4.4456,4.08886,99.308,423.313
02-069-0014,Докшицкий сельский Совет,village,54.870357,27.806074,2,,14,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,7,690.774,550.063,0.7963,3.61334,1.06182,0.784476,1.28369,1.18068,37.576,504.563
02-069-0015,Крипули,village,54.786202,27.63375,2,,19,7,,,2,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,16,,7,690.774,550.063,0.7963,8.57554,2.52,1.86179,3.04657,2.80209,42.944,488.313
02-069-0016,Крулевщина,village,55.023501,27.787349,2,,86,33,,,1,,0,0,,0,0,,0,4,,2,1,,0,0,,0,0,,0,80,,31,690.774,550.063,0.7963,29.5397,8.68052,6.41322,10.4944,9.65222,214.72,270.563
02-069-0017,Крулевщина,village,55.031288,27.782664,2,,71,29,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,67,,29,690.774,550.063,0.7963,23.2204,6.82355,5.04128,8.24936,7.58738,179.828,319.313
02-069-0018,Литовцы,village,54.985121,27.745195,2,,5,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,3,690.774,550.063,0.7963,1.29048,0.37922,0.28017,0.45846,0.42167,13.42,533.813
02-069-0019,Parafjanava,village,54.876926,27.620886,2,,51,27,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,,27,690.774,550.063,0.7963,13.1629,3.86804,2.85773,4.67629,4.30103,136.884,384.313
02-069-0020,Порплище,village,54.964478,27.654753,2,,24,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,24,,11,690.774,550.063,0.7963,6.1943,1.82026,1.34482,2.20061,2.02402,64.416,472.063
02-069-0021,Ситцы,village,54.919243,27.537531,2,,40,22,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,40,,22,690.774,550.063,0.7963,10.3238,3.03376,2.24136,3.66768,3.37336,107.36,420.063
02-069-0022,Торгуны,village,54.924557,27.844172,2,,29,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,,10,690.774,550.063,0.7963,7.48478,2.19948,1.62499,2.65907,2.44569,77.836,455.813
02-069-0023,Тумиловичи,village,54.938741,27.95073,2,,27,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,,14,690.774,550.063,0.7963,6.96859,2.04779,1.51292,2.47568,2.27702,72.468,462.313
02-070-0001,Dubrowna,town_below100,54.57196,30.693798,2,,75,30,,,0,,0,0,,0,0,,0,1,,1,1,,0,0,,0,2,,0,71,,29,1350.62,1113.05,0.8241,32.3664,9.1191,5.26596,10.4677,6.93565,180.056,868.837
02-070-0002,Dubrowna,town_below100,54.571084,30.697724,2,,95,36,,,6,,1,0,,0,1,,1,2,,2,1,,0,0,,0,2,,0,83,,32,1350.62,1113.05,0.8241,49.8592,14.0476,8.11201,16.1251,10.6841,210.488,803.732
02-070-0003,Dubrowna,town_below100,54.577137,30.675787,2,,106,51,,,2,,1,0,,0,0,,0,0,,0,0,,0,1,,0,1,,0,102,,50,1350.62,1113.05,0.8241,43.6313,12.2929,7.09874,14.1109,9.34956,258.672,767.893
02-070-0004,Осинторф,village,54.714547,30.657803,2,,46,22,,,0,,0,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,44,,22,690.774,550.063,0.7963,14.3202,4.20814,3.109,5.08745,4.6792,118.096,400.563
02-070-0005,Калиновка,village,54.598799,30.993557,2,,7,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,3,690.774,550.063,0.7963,1.80667,0.530908,0.392238,0.641844,0.590338,18.788,527.313
02-070-0006,Lyady,village,54.601292,31.169187,2,,6,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,1,690.774,550.063,0.7963,1.54858,0.455064,0.336204,0.550152,0.506004,16.104,530.563
02-070-0007,Добрынь,village,54.445884,30.788984,2,,9,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,4,690.774,550.063,0.7963,2.32286,0.682596,0.504306,0.825228,0.759006,24.156,520.813
02-070-0008,Зарубы,village,54.521408,30.939497,2,,4,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,2,690.774,550.063,0.7963,1.03238,0.303376,0.224136,0.366768,0.337336,10.736,537.063
02-070-0009,Сипищево,village,54.472634,30.706698,2,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,690.774,550.063,0.7963,0.774288,0.227532,0.168102,0.275076,0.253002,8.052,540.313
02-070-0010,Станиславово,village,54.538278,30.679874,2,,10,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,4,690.774,550.063,0.7963,2.58096,0.75844,0.56034,0.91692,0.84334,26.84,517.563
02-070-0011,Боброво,village,54.615506,30.824279,2,,9,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,6,690.774,550.063,0.7963,2.32286,0.682596,0.504306,0.825228,0.759006,24.156,520.813
02-070-0012,Еремеевщина,village,54.560158,30.775922,2,,1,1,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,690.774,550.063,0.7963,1.482,0.4355,0.32175,0.5265,0.48425,0,546.813
02-070-0013,Котовщина,village,54.639763,31.198705,2,,7,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,2,690.774,550.063,0.7963,1.80667,0.530908,0.392238,0.641844,0.590338,18.788,527.313
02-070-0014,Буда,village,54.66037,30.660992,2,,22,10,,,0,,0,0,,0,1,,0,1,,1,0,,0,0,,0,0,,0,20,,9,690.774,550.063,0.7963,8.12592,2.38788,1.76418,2.88684,2.65518,53.68,478.563
02-071-0001,Lyepyel,town_below100,54.886176,28.697749,2,,208,94,,,7,,2,1,,1,0,,0,1,,1,1,,0,1,,0,4,,0,193,,90,1350.62,1113.05,0.8241,94.756,26.6971,15.4167,30.6453,20.3049,489.448,435.78
02-071-0002,Lyepyel,town_below100,54.88599,28.692424,2,,187,101,,,3,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,183,,100,1350.62,1113.05,0.8241,73.0654,20.5859,11.8876,23.6303,15.6569,464.088,504.134
02-071-0003,Lyepyel,town_below100,54.883607,28.684824,2,,229,123,,,7,,1,0,,0,0,,0,1,,1,0,,0,2,,1,0,,0,219,,120,1350.62,1113.05,0.8241,95.9964,27.0466,15.6185,31.0464,20.5707,555.384,367.385
02-071-0004,Lyepyel,town_below100,54.884906,28.716479,2,,311,144,,,6,,0,0,,0,0,,0,1,,0,0,,0,0,,0,4,,0,300,,144,1363.25,1123.46,0.8241,127.072,35.802,20.6744,41.0967,27.2297,760.8,110.785
02-071-0005,Lyepyel,town_below100,54.869927,28.672221,2,,170,88,,,2,,1,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,167,,87,1350.62,1113.05,0.8241,65.6097,18.4853,10.6746,21.219,14.0592,423.512,559.488
02-071-0006,Lyepyel,town_below100,54.882323,28.702584,2,,169,94,,,4,,0,0,,0,0,,0,0,,0,1,,0,0,,0,3,,0,161,,94,1350.62,1113.05,0.8241,71.637,20.1835,11.6552,23.1683,15.3508,408.296,562.757
02-071-0007,Lyepyel,town_below100,54.894694,28.714549,2,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1350.62,1113.05,0.8241,0.363384,0.102382,0.059122,0.117523,0.077868,2.536,1109.79
02-071-0008,Lyepyel,town_below100,54.887434,28.700787,2,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1350.62,1113.05,0.8241,0.363384,0.102382,0.059122,0.117523,0.077868,2.536,1109.79
02-071-0009,Новые Волосовичи,village,54.757254,28.842029,2,,4,1,,,1,,1,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,2,,0,690.774,550.063,0.7963,3.48019,1.02269,0.755568,1.23638,1.13717,5.368,537.063
02-071-0010,Малый Полсвиж,village,54.855325,28.735848,2,,43,19,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,43,,19,690.774,550.063,0.7963,11.0981,3.26129,2.40946,3.94276,3.62636,115.412,410.313
02-071-0011,Старое Лядно,village,54.932322,28.757605,2,,45,21,,,1,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,43,,21,690.774,550.063,0.7963,14.0621,4.13229,3.05296,4.99576,4.59486,115.412,403.813
02-071-0012,Горки,village,54.87662,28.867353,2,,13,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,9,690.774,550.063,0.7963,3.35525,0.985972,0.728442,1.192,1.09634,34.892,507.813
02-071-0013,Горский сельский Совет,village,54.882812,28.925363,2,,82,27,,,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,4,,0,76,,27,690.774,550.063,0.7963,28.5073,8.37714,6.18908,10.1276,9.31488,203.984,283.563
02-071-0014,Слобода,village,54.761612,28.659159,2,,24,9,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,23,,9,690.774,550.063,0.7963,7.41821,2.17991,1.61053,2.63542,2.42393,61.732,472.063
02-071-0015,Домжерицы,village,54.747319,28.31541,2,,36,19,459,559,0,11,0,0,5,0,1,4,1,1,9,1,1,,0,0,8,0,0,383,0,33,41,17,559,459,0.821109,11,5,4,9,8,41,381
02-071-0016,Стаи,village,54.888833,28.621628,2,,56,23,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,54,,23,690.774,550.063,0.7963,16.9012,4.96658,3.66934,6.00437,5.52254,144.936,368.063
02-071-0017,Юрковщина,village,54.951291,28.672373,2,,27,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,,11,690.774,550.063,0.7963,8.1925,2.40744,1.77863,2.91049,2.67693,69.784,462.313
02-071-0018,Камень,village,55.018773,28.885454,2,,53,16,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,52,,16,690.774,550.063,0.7963,14.903,4.37939,3.23552,5.29448,4.86962,139.568,377.813
02-071-0019,Боброво,village,55.013859,28.991437,2,,11,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,6,690.774,550.063,0.7963,2.83906,0.834284,0.616374,1.00861,0.927674,29.524,514.313
02-071-0020,Боровка,village,54.956906,28.796743,2,,170,89,,,3,,1,0,,0,0,,0,3,,1,2,,0,0,,0,2,,0,160,,87,730.352,581.579,0.7963,56.1154,16.49,12.1829,19.9357,18.3359,429.44,29.0789
02-072-0001,Велешковичи,village,55.13498,30.779066,2,,8,1,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,1,690.774,550.063,0.7963,5.73648,1.68572,1.24542,2.03796,1.87442,13.42,524.063
02-072-0002,Михалиново,village,55.097404,30.775222,2,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,690.774,550.063,0.7963,0.774288,0.227532,0.168102,0.275076,0.253002,8.052,540.313
02-072-0003,Ковали,village,55.221363,30.854588,2,,5,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,4,,0,690.774,550.063,0.7963,2.51438,0.738876,0.545886,0.893268,0.821586,10.736,533.813
02-072-0004,Надёжино,village,55.15018,30.924288,2,,3,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,690.774,550.063,0.7963,0.774288,0.227532,0.168102,0.275076,0.253002,8.052,540.313
02-072-0005,Яськовщина,village,55.09999,30.921925,2,,10,5,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,5,690.774,550.063,0.7963,3.80486,1.1181,0.826056,1.35173,1.24326,24.156,517.563
02-072-0006,Конашково,village,55.076793,30.632174,2,,14,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,6,690.774,550.063,0.7963,3.61334,1.06182,0.784476,1.28369,1.18068,37.576,504.563
02-072-0007,Добромысли,village,54.930476,30.669517,2,,39,20,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,,20,690.774,550.063,0.7963,11.2896,3.31757,2.45104,4.0108,3.68894,101.992,423.313
02-072-0008,Перемонт,village,54.936171,30.6588,2,,9,4,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,4,690.774,550.063,0.7963,3.54677,1.04225,0.770022,1.26004,1.15892,21.472,520.813
02-072-0009,Барсеево,village,54.861228,30.706509,2,,7,1,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,5,,1,690.774,550.063,0.7963,4.25448,1.25022,0.92367,1.51146,1.39017,13.42,527.313
02-072-0010,Зубки,village,55.006347,30.769634,2,,23,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,10,690.774,550.063,0.7963,5.93621,1.74441,1.28878,2.10892,1.93968,61.732,475.313
02-072-0011,Адаменки,village,55.042076,30.786729,2,,33,16,531,633,0,33,0,0,9,0,0,,0,0,13,0,0,,0,0,15,0,1,298,0,32,163,16,633,531,0.838863,27.126,9,5.874,13,15,163,298
02-072-0012,Пушки,village,54.97949,30.818044,2,,15,8,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,7,690.774,550.063,0.7963,5.09534,1.49732,1.10623,1.81019,1.66493,37.576,501.313
02-072-0013,Крынки,village,55.024683,30.433907,2,,28,11,,,1,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,26,,11,690.774,550.063,0.7963,9.6745,2.84294,2.10038,3.43699,3.16118,69.784,459.063
02-072-0014,Новое Село,village,55.026114,30.579645,2,,14,5,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,5,690.774,550.063,0.7963,6.06115,1.78113,1.31591,2.1533,1.98051,32.208,504.563
02-072-0015,Высочаны,village,54.987033,30.44209,2,,14,8,,,1,,1,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,12,,7,690.774,550.063,0.7963,6.06115,1.78113,1.31591,2.1533,1.98051,32.208,504.563
02-072-0016,Babinavichy,village,54.834315,30.565276,2,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,690.774,550.063,0.7963,0.774288,0.227532,0.168102,0.275076,0.253002,8.052,540.313
02-072-0017,Liozna,town_below100,55.010855,30.793844,2,,47,16,,,1,,0,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,44,,16,1350.62,1113.05,0.8241,20.9135,5.89229,3.40259,6.76368,4.48146,111.584,960.01
02-072-0018,Liozna,town_below100,55.03185,30.79874,2,,45,16,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,42,,16,1350.62,1113.05,0.8241,20.1867,5.68753,3.28435,6.52864,4.32572,106.512,966.523
02-072-0019,Liozna,town_below100,55.025911,30.794023,2,,70,41,,,3,,1,0,,0,0,,0,0,,0,0,,0,1,,1,0,,0,66,,39,1350.62,1113.05,0.8241,30.5495,8.60719,4.97035,9.88008,6.54631,167.376,885.119
02-072-0020,Liozna,town_below100,55.025536,30.802456,2,,162,79,1774,2071,3,172,2,1,50,1,0,9,0,1,50,0,1,,0,0,23,0,2,908,0,154,562,76,2071,1774,0.856591,172,50,9,50,23,562,908
02-073-0001,Miory,town_below100,55.623263,27.616068,2,,238,120,1507,1949,2,8,0,1,11,0,1,3,0,3,14,2,1,,0,0,12,0,1,1351,0,229,108,118,1949,1606.17,0.8241,97.9887,27.6079,15.9426,31.6908,20.9976,580.744,831.198
02-073-0002,Miory,town_below100,55.6233,27.616062,2,,203,110,1722,2322,4,14,3,2,6,2,0,7,0,3,15,0,2,,0,0,9,0,0,1499,0,192,172,105,2322,1913.56,0.8241,87.8265,24.7448,14.2892,28.4042,18.82,486.912,1252.56
02-073-0003,Miory,town_below100,55.615171,27.638871,2,,268,157,1723,2073,2,51,0,4,24,2,2,4,1,0,24,0,0,,0,1,17,1,0,1083,0,259,520,153,2073,1708.36,0.8241,108.89,30.6794,17.7163,35.2165,23.3336,656.824,835.7
02-073-0004,Dzisna,town_below100,55.553233,28.213065,2,,133,71,1113,1300,2,22,0,0,25,0,0,5,0,2,39,1,1,,0,0,19,0,0,543,0,128,460,70,1300,1113,0.856154,22,25,5,39,19,460,543
02-073-0005,Слобода,village,55.782106,27.918804,2,,5,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,1,690.774,550.063,0.7963,1.29048,0.37922,0.28017,0.45846,0.42167,13.42,533.813
