id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout
04-022-0132,Hrodna,city,53.681151,23.864689,4,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,411,0,1,844,1,1335.54,1073.9,0.8041
04-022-0133,Hrodna,city,53.681482,23.854556,4,,322,186,,,4,,1,0,,0,0,,0,2,,1,1,,0,1,,0,1,,1,313,,183,1335.54,1073.9,0.8041
04-022-0134,Hrodna,city,53.684548,23.856559,4,,328,208,1620,1800,8,40,3,1,29,0,0,,0,1,40,1,2,,0,0,14,0,1,1066,0,315,431,204,1800,1447.38,0.8041
04-022-0135,Hrodna,city,53.687918,23.859038,4,,312,198,1383,1387,3,49,2,1,22,1,0,12,0,1,32,0,0,,0,2,17,2,2,411,0,303,844,193,1387,1383,0.997116
04-105-0001,Vyalikaya Byerastavitsa,town_below100,53.199918,24.011222,4,,269,135,,,3,,1,2,,0,0,,0,0,,0,0,,0,2,,0,2,,1,260,,133,1207.37,1000.42,0.8286
04-105-0002,Vyalikaya Byerastavitsa,town_below100,53.19721,24.012794,4,,92,42,,,2,,1,1,,1,1,,0,0,,0,1,,0,0,,0,0,,0,87,,40,1207.37,1000.42,0.8286
04-105-0003,Vyalikaya Byerastavitsa,town_below100,53.191125,24.0153,4,,119,51,,,0,,0,1,,1,1,,1,1,,0,0,,0,1,,0,0,,0,115,,49,1207.37,1000.42,0.8286
04-105-0004,Пограничный,village,53.119789,23.971867,4,,108,53,,,1,,0,1,,0,0,,0,1,,1,0,,0,0,,0,1,,0,104,,52,727.515,576.337,0.7922
04-105-0005,Кваторы,village,53.123971,24.062624,4,,16,5,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,1,0,,0,14,,4,727.515,576.337,0.7922
04-105-0006,Олекшицы,village,53.339151,23.951475,4,,46,23,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,44,,23,727.515,576.337,0.7922
04-105-0007,Эйминовцы,village,53.217742,24.092088,4,,16,8,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,14,,8,727.515,576.337,0.7922
04-105-0008,Конюхи,village,53.393569,23.901026,4,,17,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,10,727.515,576.337,0.7922
04-105-0009,Макаровцы,village,53.325137,23.819881,4,,36,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,36,,15,727.515,576.337,0.7922
04-105-0010,Malaya Berestovitsa,village,53.285933,23.938952,4,,65,35,,,1,,1,0,,0,0,,0,3,,0,1,,0,0,,0,1,,1,59,,33,727.515,576.337,0.7922
04-105-0011,Пархимовцы,village,53.260829,24.050371,4,,22,8,427,452,0,26,0,0,6,0,0,,0,0,9,0,0,,0,0,5,0,0,258,0,22,123,8,452,427,0.94469
04-105-0012,Старый Дворец,village,53.259116,24.108456,4,,20,11,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,11,727.515,576.337,0.7922
04-105-0013,Большие Эйсмонты,village,53.367132,24.07705,4,,27,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,,13,727.515,576.337,0.7922
04-105-0014,Vyalikaya Byerastavitsa,town_below100,53.196466,24.019585,4,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1207.37,1000.42,0.8286
04-106-0001,Vawkavysk,town_below100,53.165317,24.438568,4,,274,140,,,4,,1,1,,1,1,,0,1,,0,1,,0,3,,1,2,,0,261,,137,1207.37,1000.42,0.8286
04-106-0002,Vawkavysk,town_below100,53.167676,24.446581,4,,474,253,2422,2648,9,22,1,1,2,1,0,,0,4,4,2,2,,0,1,2,0,5,2123,1,452,269,248,2648,2194.13,0.8286
04-106-0003,Vawkavysk,town_below100,53.167099,24.45711,4,,250,134,,,2,,0,0,,0,0,,0,2,,0,0,,0,0,,0,2,,0,244,,134,1207.37,1000.42,0.8286
04-106-0004,Vawkavysk,town_below100,53.167099,24.45711,4,,233,121,,,4,,2,1,,0,0,,0,3,,0,0,,0,0,,0,0,,0,225,,119,1207.37,1000.42,0.8286
04-106-0005,Vawkavysk,town_below100,53.170996,24.47469,4,,191,98,,,3,,1,1,,0,0,,0,0,,0,1,,1,0,,0,1,,0,185,,96,1207.37,1000.42,0.8286
04-106-0006,Vawkavysk,town_below100,53.163584,24.468581,4,,289,149,,,2,,1,0,,0,0,,0,2,,0,0,,0,2,,1,1,,0,282,,147,1207.37,1000.42,0.8286
04-106-0007,Vawkavysk,town_below100,53.165317,24.438568,4,,178,94,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1,,0,175,,94,1207.37,1000.42,0.8286
04-106-0008,Vawkavysk,town_below100,53.16393,24.448171,4,,256,152,,,5,,0,0,,0,0,,0,2,,1,1,,0,0,,0,1,,1,247,,150,1207.37,1000.42,0.8286
04-106-0009,Vawkavysk,town_below100,53.161603,24.44836,4,,321,181,,,7,,3,1,,0,0,,0,1,,0,0,,0,0,,0,3,,0,309,,178,1207.37,1000.42,0.8286
04-106-0010,Vawkavysk,town_below100,53.160102,24.4488,4,,179,97,,,3,,3,0,,0,0,,0,2,,2,0,,0,1,,1,1,,0,172,,91,1207.37,1000.42,0.8286
04-106-0011,Vawkavysk,town_below100,53.161641,24.454594,4,,268,146,2184,2296,4,134,2,0,21,0,0,,0,2,31,1,0,,0,0,21,0,1,1129,0,261,848,143,2296,2184,0.95122
04-106-0012,Vawkavysk,town_below100,53.152974,24.434858,4,,299,155,1834,2192,3,45,0,1,17,1,1,,0,0,25,0,0,,0,0,12,0,2,973,0,292,762,154,2192,1816.29,0.8286
04-106-0013,Vawkavysk,town_below100,53.149194,24.461979,4,,248,126,,,1,,0,2,,0,0,,0,1,,0,5,,0,1,,0,1,,0,237,,126,1207.37,1000.42,0.8286
04-106-0014,Vawkavysk,town_below100,53.143766,24.425202,4,,231,114,,,3,,1,0,,0,0,,0,2,,1,2,,0,0,,0,1,,0,223,,112,1207.37,1000.42,0.8286
04-106-0015,Vawkavysk,town_below100,53.149194,24.461979,4,,295,176,,,3,,1,0,23,0,0,,0,1,14,0,2,,0,0,17,0,0,614,0,289,644,175,1207.37,1000.42,0.8286
04-106-0016,Vawkavysk,town_below100,53.159859,24.477133,4,,226,122,,,4,,3,0,,0,0,,0,1,,0,1,,0,1,,0,3,,0,216,,119,1207.37,1000.42,0.8286
04-106-0017,Vawkavysk,town_below100,53.137273,24.422219,4,,286,138,,,3,,0,1,,1,0,,0,5,,1,0,,0,0,,0,1,,0,276,,136,1207.37,1000.42,0.8286
04-106-0018,Vawkavysk,town_below100,53.161981,24.439503,4,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,1207.37,1000.42,0.8286
04-106-0019,Верейки,village,53.248476,24.181462,4,,65,31,,,0,,0,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,63,,31,727.515,576.337,0.7922
04-106-0020,Репля,village,53.311501,24.203147,4,,24,12,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,11,727.515,576.337,0.7922
04-106-0021,Войтковичи,village,53.161597,24.58635,4,,45,19,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,43,,19,727.515,576.337,0.7922
04-106-0022,Малая Лапеница,village,53.027715,24.492602,4,,5,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,4,727.515,576.337,0.7922
04-106-0023,Новые Хатьковцы,village,53.092499,24.408295,4,,23,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,22,,8,727.515,576.337,0.7922
04-106-0024,Рупейки,village,53.095225,24.492261,4,,22,12,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,12,727.515,576.337,0.7922
04-106-0025,Voupa,village,53.36631,24.368545,4,,37,19,,,0,,0,0,,0,0,,0,1,,0,1,,0,0,,0,1,,0,34,,19,727.515,576.337,0.7922
04-106-0026,Гнезно,village,53.121367,24.35807,4,,21,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,12,727.515,576.337,0.7922
04-106-0027,Мстибово,village,53.113422,24.25727,4,,6,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,2,727.515,576.337,0.7922
04-106-0028,Родники,village,53.129623,24.192897,4,,6,1,,,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,0,,0,4,,1,727.515,576.337,0.7922
04-106-0029,Изабелин,village,53.092315,24.553104,4,,27,14,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,26,,13,727.515,576.337,0.7922
04-106-0030,Улезлы,village,53.060279,24.577304,4,,39,16,,,0,,0,0,,0,1,,0,1,,0,0,,0,0,,0,3,,0,34,,16,727.515,576.337,0.7922
04-106-0031,Krasnasyelski,village,53.254715,24.430232,4,,186,100,1852,2040,1,13,0,0,3,0,0,4,0,0,4,0,1,,0,0,12,0,1,1660,0,183,156,100,2040,1616.09,0.7922
04-106-0032,Krasnasyelski,village,53.260447,24.426892,4,,251,128,1645,1962,4,89,2,2,6,0,0,,0,4,3,2,0,,0,0,18,0,2,1443,1,239,86,123,1962,1554.3,0.7922
04-106-0033,Krasnasyelski,village,53.261157,24.415248,4,,199,110,1906,1998,2,36,0,0,2,0,0,26,0,4,5,0,0,,0,2,27,0,3,1694,2,188,118,108,1998,1582.82,0.7922
04-106-0034,Юбилейный,village,53.264227,24.566758,4,,21,8,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,8,727.515,576.337,0.7922
04-106-0035,Подороск,village,52.979779,24.620828,4,,26,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,,12,727.515,576.337,0.7922
04-106-0036,Росский сельский Совет,village,53.349741,24.405996,4,,45,19,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,44,,18,727.515,576.337,0.7922
04-106-0037,Дулевцы,village,53.293893,24.266018,4,,12,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,9,727.515,576.337,0.7922
04-106-0038,Ендриховцы,village,53.256832,24.3556,4,,36,12,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,32,,12,727.515,576.337,0.7922
04-106-0039,Россь,village,53.285712,24.399968,4,,121,66,,,0,,0,0,,0,0,,0,2,,2,2,,0,0,,0,4,,1,113,,63,727.515,576.337,0.7922
04-106-0040,Россь,village,53.282455,24.411143,4,,51,28,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,50,,28,727.515,576.337,0.7922
04-106-0041,Россь,village,53.291989,24.401773,4,,204,114,,,2,,1,2,,2,0,,0,0,,0,2,,0,0,,0,4,,0,194,,111,727.515,576.337,0.7922
04-106-0042,Шулейки,village,53.24277,24.237894,4,,6,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,3,727.515,576.337,0.7922
04-106-0043,Субочи,village,53.167293,24.348351,4,,42,17,,,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,1,,0,39,,17,727.515,576.337,0.7922
04-106-0044,Ятвезь,village,53.168108,24.40958,4,,175,101,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,174,,101,727.515,576.337,0.7922
04-106-0045,Шиловичи,village,53.167784,24.244721,4,,42,23,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,40,,23,727.515,576.337,0.7922
04-107-0001,Voranava,town_below100,54.151813,25.320283,4,,280,143,2786,2894,7,42,0,3,44,0,1,13,0,1,31,1,1,,0,0,19,0,1,2384,0,266,253,142,2894,2397.97,0.8286
04-107-0002,Voranava,town_below100,54.142083,25.313456,4,,238,117,,,2,,1,0,,0,0,,0,1,,0,0,,0,0,,0,2,,0,233,,116,1207.37,1000.42,0.8286
04-107-0003,Voranava,town_below100,54.146739,25.317063,4,,2,1,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1207.37,1000.42,0.8286
04-107-0004,Полецкишки,village,54.186684,25.185563,4,,32,10,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,30,,10,727.515,576.337,0.7922
04-107-0005,Больтиники,village,54.238689,25.306063,4,,15,4,,,0,,0,1,,0,0,,0,1,,0,0,,0,0,,0,1,,1,12,,3,727.515,576.337,0.7922
04-107-0006,Бенякони,village,54.249401,25.356752,4,,83,30,,,3,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,79,,30,727.515,576.337,0.7922
04-107-0007,Конвелишки,village,54.229033,25.468325,4,,36,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,34,,11,727.515,576.337,0.7922
04-107-0008,Гайтюнишки,village,54.251344,25.43264,4,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,727.515,576.337,0.7922
04-107-0009,Переганцы,village,54.11052,25.449461,4,,36,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,35,,16,727.515,576.337,0.7922
04-107-0010,Трокели,village,54.035055,25.409647,4,,13,7,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,7,727.515,576.337,0.7922
04-107-0011,Бастуны,village,54.078294,25.291501,4,,38,20,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,36,,20,727.515,576.337,0.7922
04-107-0012,Zhirmuny,village,54.021722,25.221953,4,,30,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,30,,15,727.515,576.337,0.7922
04-107-0013,Погородно,village,54.098663,25.136353,4,,56,17,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,55,,17,727.515,576.337,0.7922
04-107-0014,Radun,village,54.050372,24.988095,4,,119,54,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,0,114,,54,727.515,576.337,0.7922
04-107-0015,Radun,village,54.050372,24.988095,4,,38,15,,,0,,0,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,36,,15,727.515,576.337,0.7922
04-107-0016,Больтишки,village,53.939863,25.041104,4,,15,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,14,,8,727.515,576.337,0.7922
04-107-0017,Дотишки,village,54.119677,25.004633,4,,29,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1,,0,27,,13,727.515,576.337,0.7922
04-107-0018,Нача,village,54.073761,24.844894,4,,22,10,,,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,1,,0,20,,9,727.515,576.337,0.7922
04-107-0019,Гирки,village,54.005257,24.899009,4,,17,8,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,15,,8,727.515,576.337,0.7922
04-107-0020,Мисевичи,village,53.877598,24.892972,4,,10,5,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,9,,5,727.515,576.337,0.7922
04-107-0021,Заболоть,village,53.929044,24.797517,4,,42,19,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,41,,19,727.515,576.337,0.7922
04-108-0001,Вензовец,village,53.426225,25.333237,4,,55,24,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,53,,23,727.515,576.337,0.7922
04-108-0002,Войневичи,village,53.259423,25.374568,4,,14,2,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,2,727.515,576.337,0.7922
04-108-0003,Гезгалы,village,53.602852,25.379581,4,,62,27,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,61,,27,727.515,576.337,0.7922
04-108-0004,Крутиловичи,village,53.458492,25.66034,4,,26,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,25,,13,727.515,576.337,0.7922
04-108-0005,Торкачи,village,53.50608,25.61776,4,,12,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,6,727.515,576.337,0.7922
04-108-0006,Даниловичи,village,53.443054,25.655211,4,,14,11,133,140,0,10,0,0,,0,0,,0,0,5,0,0,,0,0,5,0,0,34,0,14,79,11,140,110.908,0.7922
04-108-0007,Дворец,village,53.410684,25.563915,4,,39,22,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,38,,22,727.515,576.337,0.7922
04-108-0008,Dziatlava,town_below100,53.467911,25.409836,4,,298,151,,,3,,1,0,,0,0,,0,2,,1,2,,0,2,,1,4,,1,285,,147,1207.37,1000.42,0.8286
04-108-0009,Dziatlava,town_below100,53.463424,25.402964,4,,218,113,,,4,,2,0,,0,0,,0,2,,1,0,,0,0,,0,2,,0,210,,110,1207.37,1000.42,0.8286
04-108-0010,Dziatlava,town_below100,53.465225,25.398185,4,,166,91,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,162,,91,1207.37,1000.42,0.8286
04-108-0011,Dziatlava,town_below100,53.462282,25.395517,4,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,1207.37,1000.42,0.8286
04-108-0012,Раклевичи,village,53.488827,25.472907,4,,47,20,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,45,,20,727.515,576.337,0.7922
04-108-0013,Dziatlava,town_below100,53.461607,25.40538,4,,48,25,665,726,1,11,0,0,1,0,1,1,1,0,1,0,0,,0,0,9,0,1,621,1,45,21,23,726,601.564,0.8286
04-108-0014,Жуковщина,village,53.531708,25.352362,4,,29,11,,,0,,0,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,27,,11,727.515,576.337,0.7922
04-108-0015,Козловщина,village,53.319882,25.289956,4,,105,59,1966,2067,0,44,0,1,4,0,0,,0,0,3,0,0,,0,0,22,0,3,1833,0,101,60,59,2067,1637.48,0.7922
04-108-0016,Леоновичи,village,53.369399,25.249837,4,,15,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,14,,5,727.515,576.337,0.7922
04-108-0017,Белогурно,village,53.309995,25.592068,4,,10,6,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,6,727.515,576.337,0.7922
04-108-0018,Новоельня,village,53.463006,25.576482,4,,90,44,1102,1174,0,41,0,0,1,0,0,,0,0,2,0,0,,0,0,18,0,2,1018,0,88,22,44,1174,930.043,0.7922
04-108-0019,Новоельня,village,53.462786,25.582501,4,,111,66,,,0,,0,0,,0,1,,1,1,,0,0,,0,0,,0,1,,0,108,,65,727.515,576.337,0.7922
04-108-0020,Новоельня,village,53.462706,25.56687,4,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,727.515,576.337,0.7922
04-108-0021,Крутиловичи,village,53.45914,25.661221,4,,0,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,727.515,576.337,0.7922
04-108-0022,Хвиневичи,village,53.492491,25.268306,4,,43,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,42,,15,727.515,576.337,0.7922
04-108-0023,Роготно,village,53.34572,25.482483,4,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,727.515,576.337,0.7922
04-109-0001,Голынка,village,53.215515,25.03823,4,,25,12,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,24,,12,727.515,576.337,0.7922
04-109-0002,Dziarečyn,village,53.248228,24.920587,4,,33,13,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,32,,13,727.515,576.337,0.7922
04-109-0003,Бородичи,village,53.160485,24.787232,4,,52,33,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,51,,33,727.515,576.337,0.7922
04-109-0004,Князево,village,53.214998,24.734527,4,,25,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,,11,727.515,576.337,0.7922
04-109-0005,Ялуцевичи,village,53.227366,24.593258,4,,29,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,28,,11,727.515,576.337,0.7922
04-109-0006,Теглевичи,village,53.012569,24.779452,4,,14,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,13,,4,727.515,576.337,0.7922
04-109-0007,Каролин,village,53.07346,24.891472,4,,31,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,31,,14,727.515,576.337,0.7922
04-109-0008,Елка,village,53.130807,25.135535,4,,40,22,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,39,,22,727.515,576.337,0.7922
04-109-0009,Zeĺva,town_below100,53.159519,24.814918,4,,211,116,,,2,,1,0,,0,1,,0,1,,0,3,,0,0,,0,1,,0,203,,115,1207.37,1000.42,0.8286
04-109-0010,Zeĺva,town_below100,53.14981,24.816139,4,,173,83,,,4,,0,2,,0,0,,0,1,,0,1,,0,1,,0,2,,0,162,,83,1207.37,1000.42,0.8286
04-109-0011,Zeĺva,town_below100,53.148427,24.819957,4,,139,80,,,2,,1,1,,1,0,,0,1,,0,1,,0,1,,0,3,,0,130,,78,1207.37,1000.42,0.8286
04-109-0012,Zeĺva,town_below100,53.148233,24.824575,4,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1207.37,1000.42,0.8286
04-110-0001,Iwye,town_below100,53.932495,25.770833,4,,147,73,1011,1410,1,47,0,0,17,0,0,,0,3,26,1,0,,0,0,14,0,0,591,0,143,316,72,1410,1168.33,0.8286
04-110-0002,Iwye,town_below100,53.938548,25.761571,4,,193,110,,,2,,0,0,,0,0,,0,1,,1,0,,0,1,,0,0,,0,189,,109,1207.37,1000.42,0.8286
04-110-0003,Iwye,town_below100,53.932225,25.764194,4,,156,78,1088,1401,1,83,1,0,10,0,0,,0,0,22,0,1,,0,2,6,0,0,408,0,152,559,77,1401,1088,0.776588
04-110-0004,Iwye,town_below100,53.944845,25.777409,4,,153,99,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,153,,99,1207.37,1000.42,0.8286
04-110-0005,Iwye,town_below100,53.930624,25.792114,4,,104,59,,,0,,0,0,,0,0,,0,2,,0,1,,0,1,,1,0,,0,100,,58,1207.37,1000.42,0.8286
04-110-0006,Позеняты,village,53.924415,25.697647,4,,12,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,11,,5,727.515,576.337,0.7922
04-110-0007,Дайлиды,village,53.965322,25.816404,4,,21,5,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,5,727.515,576.337,0.7922
04-110-0008,Лелюки,village,53.878463,25.925433,4,,21,4,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,19,,4,727.515,576.337,0.7922
04-110-0009,Лежневичи,village,53.896994,26.066612,4,,11,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,10,,3,727.515,576.337,0.7922
04-110-0010,Морино,village,53.870303,25.690695,4,,32,17,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,32,,17,727.515,576.337,0.7922
04-110-0011,Юратишки,village,54.028413,25.923331,4,,99,56,,,0,,0,1,,1,0,,0,0,,0,1,,0,0,,0,1,,0,96,,55,727.515,576.337,0.7922
04-110-0012,Яросмишки,village,54.069334,25.897406,4,,28,12,,,0,,0,0,,0,1,,0,1,,0,0,,0,0,,0,0,,0,26,,12,727.515,576.337,0.7922
04-110-0013,Бакшты,village,53.93814,26.186178,4,,53,31,653,688,0,19,0,0,4,0,0,,0,0,10,0,0,,0,1,9,1,1,382,0,51,229,30,688,653,0.949128
04-110-0014,Купровичи,village,53.979584,26.083033,4,,26,15,,,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,24,,15,727.515,576.337,0.7922
04-110-0015,Лаздуны 1,village,53.966334,25.977275,4,,50,28,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,48,,28,727.515,576.337,0.7922
04-110-0016,Эйгерды,village,54.063902,26.066882,4,,30,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,29,,16,727.515,576.337,0.7922
04-110-0017,Трабы,village,54.160449,25.905984,4,,52,31,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,,31,727.515,576.337,0.7922
04-110-0018,Геранёны,village,54.114864,25.576976,4,,74,36,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,3,,0,70,,36,727.515,576.337,0.7922
04-110-0019,Сураж,village,54.046227,25.584073,4,,7,1,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,1,727.515,576.337,0.7922
04-110-0020,Липнишки,village,54.007776,25.604492,4,,50,20,,,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,2,,0,47,,19,727.515,576.337,0.7922
04-110-0021,Центральная,village,54.035045,25.702786,4,,22,11,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,10,727.515,576.337,0.7922
04-110-0022,Большие Князиковцы,village,53.961614,25.555642,4,,5,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,3,727.515,576.337,0.7922
04-110-0023,Zhamyslawl,village,54.126642,25.757825,4,,16,10,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,9,727.515,576.337,0.7922
04-110-0024,Субботники,village,54.092913,25.750333,4,,20,8,690,715,0,10,0,0,3,0,0,,0,0,,0,1,,0,0,4,0,0,658,0,19,15,8,715,566.423,0.7922
04-110-0025,Iwye,town_below100,53.935824,25.787263,4,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,1207.37,1000.42,0.8286
04-111-0001,Karelichy,town_below100,53.563145,26.14252,4,,259,127,,,6,,1,0,,0,0,,0,1,,1,2,,0,0,,0,3,,0,247,,125,1207.37,1000.42,0.8286
04-111-0002,Karelichy,town_below100,53.570332,26.138765,4,,241,118,,,4,,1,1,,0,0,,0,1,,1,0,,0,0,,0,1,,0,234,,116,1207.37,1000.42,0.8286
04-111-0003,Karelichy,town_below100,53.577588,26.13103,4,,2,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,1207.37,1000.42,0.8286
04-111-0004,Остухово,village,53.587317,26.175272,4,,36,20,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,36,,20,727.515,576.337,0.7922
04-111-0005,Горная Рута,village,53.585735,26.032952,4,,11,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,10,,5,727.515,576.337,0.7922
04-111-0006,Рудники,village,53.511472,25.983806,4,,7,4,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,4,727.515,576.337,0.7922
04-111-0007,Karelichy,town_below100,53.531189,26.126144,4,,22,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,,9,1207.37,1000.42,0.8286
