id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout
04-111-0008,Malušyčy,village,53.488735,26.071787,4,,16,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,7,727.515,576.337,0.7922
04-111-0009,Райца,village,53.467026,26.019046,4,,11,4,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,9,,4,727.515,576.337,0.7922
04-111-0010,Воронча,village,53.412713,26.059929,4,,22,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,21,,10,727.515,576.337,0.7922
04-111-0011,Цирин,village,53.405601,26.156677,4,,32,15,,,1,,1,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,30,,14,727.515,576.337,0.7922
04-111-0012,Mir,village,53.455956,26.45817,4,,189,99,,,6,,1,3,,2,1,,0,1,,0,1,,0,1,,0,1,,0,175,,96,727.515,576.337,0.7922
04-111-0013,Mir,village,53.450894,26.482739,4,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,727.515,576.337,0.7922
04-111-0014,Оюцевичи,village,53.417393,26.442818,4,,23,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,12,727.515,576.337,0.7922
04-111-0015,Еремичи,village,53.56875,26.346626,4,,26,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,,11,727.515,576.337,0.7922
04-111-0016,Большие Жуховичи,village,53.414302,26.319748,4,,73,27,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,2,,0,69,,27,727.515,576.337,0.7922
04-111-0017,Луки,village,53.479922,26.241068,4,,49,21,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,0,,0,48,,20,727.515,576.337,0.7922
04-111-0018,Turets,village,53.529342,26.313838,4,,41,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,40,,16,727.515,576.337,0.7922
04-112-0001,Lida,town_over100,53.915125,25.238437,4,,247,113,,,4,,0,0,,0,0,,0,3,,1,0,,0,0,,0,5,354,0,235,493,112,1290.48,979.478,0.759
04-112-0002,Lida,town_over100,53.912129,25.243603,4,,222,109,1146,1435,7,74,2,0,25,0,0,13,0,1,37,0,1,,0,1,12,0,3,351,0,209,634,107,1435,1146,0.798606
04-112-0003,Lida,town_over100,53.934912,25.263869,4,,282,168,2030,2236,1,,1,1,29,1,0,,0,1,32,0,0,,0,0,25,0,1,1152,0,278,718,166,2236,1697.12,0.759
04-112-0004,Lida,town_over100,53.932198,25.266186,4,,408,220,1958,2290,5,143,0,1,26,1,0,,0,2,66,1,3,,1,2,15,0,5,1495,0,390,213,217,2290,1738.11,0.759
04-112-0005,Lida,town_over100,53.932198,25.266186,4,,354,179,1783,1848,4,,0,3,7,0,0,,0,4,12,1,0,,0,0,8,0,9,1208,0,334,484,178,1848,1402.63,0.759
04-112-0006,Lida,town_over100,53.897074,25.271262,4,,251,116,1757,1850,7,89,0,1,31,0,0,,0,1,24,0,1,,0,0,18,0,1,914,0,240,681,116,1850,1404.15,0.759
04-112-0007,Lida,town_over100,53.896342,25.276301,4,,251,124,1443,1609,3,78,1,2,8,1,1,,0,1,2,1,0,,0,0,6,0,3,746,0,241,603,121,1609,1221.23,0.759
04-112-0008,Lida,town_over100,53.8964,25.265378,4,,430,239,2311,2320,1,161,1,0,44,0,0,,0,0,28,0,2,,1,1,24,1,1,1076,0,425,978,236,2320,1760.88,0.759
04-112-0009,Lida,town_over100,53.897154,25.264363,4,,361,207,1426,1844,5,81,2,0,32,0,0,10,0,3,26,2,0,,0,1,9,0,1,1011,0,351,257,203,1844,1399.6,0.759
04-112-0010,Lida,town_over100,53.897567,25.262198,4,,354,205,1914,2354,6,88,2,0,47,0,0,21,0,6,47,0,1,,1,0,20,0,3,952,1,338,739,201,2354,1786.69,0.759
04-112-0011,Lida,town_over100,53.897567,25.262198,4,,476,279,2440,2846,12,117,4,3,42,2,1,19,0,6,28,2,3,,0,0,34,0,6,1408,1,445,792,270,2846,2160.11,0.759
04-112-0012,Lida,town_over100,53.895901,25.25538,4,,381,228,2092,2860,8,132,4,3,48,0,1,14,0,0,49,0,0,,0,0,25,0,4,772,2,365,1052,222,2860,2092,0.731469
04-112-0013,Lida,town_over100,53.895901,25.25538,4,,450,273,1996,2762,4,86,3,0,42,0,0,,0,3,42,2,0,,0,0,20,0,2,543,0,441,1211,268,2762,2096.36,0.759
04-112-0014,Lida,town_over100,53.905398,25.262647,4,,451,248,2225,2960,2,129,1,2,49,1,0,18,0,5,38,3,3,,0,0,17,0,8,1327,0,431,647,243,2960,2246.64,0.759
04-112-0015,Lida,town_over100,53.89467,25.277182,4,,283,139,1698,2182,7,,0,3,8,2,1,,0,1,9,0,0,,0,0,99,0,0,1290,0,271,267,137,2182,1656.14,0.759
04-112-0016,Lida,town_over100,53.891259,25.271783,4,,306,168,1839,2467,4,144,0,1,37,0,0,169,0,1,44,1,0,,0,0,19,0,9,674,1,291,752,166,2467,1839,0.74544
04-112-0017,Lida,town_over100,53.885511,25.284216,4,,214,105,990,1442,3,,0,0,25,0,0,,0,2,29,0,2,,0,0,11,0,1,315,0,206,533,105,1442,1094.48,0.759
04-112-0018,Lida,town_over100,53.915332,25.280982,4,,322,180,1192,1870,4,67,1,1,21,0,0,14,0,2,23,0,3,,0,1,14,0,1,228,0,310,825,179,1870,1419.33,0.759
04-112-0019,Lida,town_over100,53.898432,25.293154,4,,271,151,1607,1754,6,21,3,4,30,0,2,15,1,2,28,1,1,,0,0,21,0,3,988,0,253,504,146,1754,1331.29,0.759
04-112-0020,Lida,town_over100,53.893731,25.287261,4,,174,101,1228,1612,3,72,2,0,39,0,2,12,1,0,47,0,1,,0,3,30,2,1,521,1,164,507,95,1612,1228,0.761787
04-112-0021,Lida,town_over100,53.893975,25.292166,4,,250,136,1070,1317,1,,1,1,16,0,0,,0,1,23,0,0,,0,0,10,0,1,364,0,246,597,135,1317,999.603,0.759
04-112-0022,Lida,town_over100,53.891773,25.290953,4,,236,126,1355,1608,4,,2,3,22,2,1,,0,0,18,0,1,,1,0,9,0,2,605,0,225,601,121,1608,1220.47,0.759
04-112-0023,Lida,town_over100,53.891673,25.301688,4,,180,94,1193,1290,6,42,2,0,18,0,1,3,0,1,16,1,0,,0,0,11,0,0,833,0,172,270,91,1290,979.11,0.759
04-112-0024,Lida,town_over100,53.895201,25.298328,4,,183,94,1040,1319,5,55,1,0,17,0,1,8,0,2,21,1,2,,0,0,12,0,1,499,1,172,428,91,1319,1001.12,0.759
04-112-0025,Lida,town_over100,53.899891,25.318396,4,,209,103,1300,1484,3,41,1,1,7,0,1,2,0,1,13,1,1,,0,1,4,0,4,675,1,197,558,100,1484,1126.36,0.759
04-112-0026,Lida,town_over100,53.900098,25.314929,4,,234,125,1179,1524,1,56,1,0,31,0,0,3,0,1,20,0,0,,0,0,3,0,1,641,0,231,425,124,1524,1156.72,0.759
04-112-0027,Lida,town_over100,53.898501,25.312953,4,,182,98,1047,1357,3,72,0,1,20,0,0,12,0,3,22,0,2,,0,0,17,0,2,495,0,171,409,98,1357,1029.96,0.759
04-112-0028,Lida,town_over100,53.894209,25.310321,4,,184,94,1033,1292,2,49,1,0,10,0,0,6,0,2,10,1,0,,0,0,4,0,0,521,0,180,433,92,1292,980.628,0.759
04-112-0029,Lida,town_over100,53.882725,25.299424,4,,158,88,1148,1195,2,87,0,0,24,0,0,,0,5,24,2,0,,0,0,4,0,2,510,0,149,499,86,1195,907.005,0.759
04-112-0030,Lida,town_over100,53.887868,25.299873,4,,149,63,992,1282,2,,0,0,18,0,0,3,0,0,7,0,0,,0,0,28,0,0,748,0,147,164,63,1282,973.038,0.759
04-112-0031,Lida,town_over100,53.889104,25.296019,4,,183,106,1180,1446,2,69,0,0,25,0,0,12,0,1,18,0,1,,0,0,24,0,1,898,0,178,134,106,1446,1097.51,0.759
04-112-0032,Lida,town_over100,53.88981,25.302254,4,,157,95,971,1276,3,61,1,0,17,0,0,9,0,1,28,0,0,,0,0,9,0,3,354,0,150,493,94,1276,971,0.760972
04-112-0033,Lida,town_over100,53.88109,25.291285,4,,177,90,1340,1501,5,63,2,0,17,0,0,73,0,1,18,0,2,,0,1,23,0,1,845,0,167,301,88,1501,1139.26,0.759
04-112-0034,Lida,town_over100,53.881828,25.289066,4,,167,88,,,4,,1,0,,0,0,,0,0,,0,1,,0,0,,0,2,,0,160,,87,1290.48,979.478,0.759
04-112-0035,Lida,town_over100,53.86947,25.293324,4,,334,182,1454,2198,3,80,1,4,28,1,0,,0,3,29,0,2,,0,1,17,0,0,473,0,321,827,180,2198,1668.28,0.759
04-112-0036,Lida,town_over100,53.870023,25.286318,4,,171,89,1492,1669,1,59,0,1,21,0,0,,0,3,21,1,0,,0,1,12,1,0,988,0,165,391,87,1669,1266.77,0.759
04-112-0037,Lida,town_over100,53.874992,25.283326,4,,223,116,1653,1780,6,36,1,0,4,0,0,,0,2,5,0,0,,0,2,,0,0,1127,0,213,481,115,1780,1351.02,0.759
04-112-0038,Lida,town_over100,53.87514,25.278134,4,,239,136,1327,1491,2,,1,2,18,0,0,,0,1,10,0,0,,0,3,19,0,1,875,0,230,305,135,1491,1131.67,0.759
04-112-0039,Lida,town_over100,53.878293,25.283479,4,,182,104,,,3,,1,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,176,,103,1290.48,979.478,0.759
04-112-0040,Lida,town_over100,53.876223,25.278772,4,,218,122,1408,1475,3,,1,0,21,0,0,,0,0,20,0,1,,1,2,19,1,2,780,1,210,493,118,1475,1119.53,0.759
04-112-0041,Lida,town_over100,53.877603,25.331368,4,,599,341,2215,2388,6,,1,2,22,1,0,,0,1,45,1,0,,0,2,21,0,5,1615,1,583,419,337,2388,1812.49,0.759
04-112-0042,Lida,town_over100,53.871169,25.314911,4,,121,71,,,3,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,117,,71,1290.48,979.478,0.759
04-112-0043,Lida,town_over100,53.877603,25.331368,4,,268,138,2107,2206,3,,1,2,26,0,1,,0,1,40,0,1,,0,0,14,0,2,1679,0,258,209,137,2206,1674.35,0.759
04-112-0044,Lida,town_over100,53.875321,25.338429,4,,225,119,1406,1844,7,127,2,3,11,0,0,10,0,2,29,0,0,,0,0,27,0,1,867,0,212,335,117,1844,1399.6,0.759
04-112-0045,Белица,village,53.651948,25.318289,4,,38,21,,,2,,2,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,36,,19,727.515,576.337,0.7922
04-112-0046,Лайковщина,village,53.640627,25.175196,4,,10,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,6,727.515,576.337,0.7922
04-112-0047,Песковцы,village,53.564552,25.172133,4,,13,6,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,6,727.515,576.337,0.7922
04-112-0048,Бердовка,village,53.927289,25.508561,4,,50,18,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,49,,18,727.515,576.337,0.7922
04-112-0049,Ваверка,village,53.833517,24.965682,4,,46,19,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,44,,19,727.515,576.337,0.7922
04-112-0050,Гончары,village,53.733696,25.416969,4,,50,23,,,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,1,,0,48,,22,727.515,576.337,0.7922
04-112-0051,Селец,village,53.668152,25.437549,4,,18,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,6,727.515,576.337,0.7922
04-112-0052,Дворище,village,53.995943,25.390846,4,,31,17,,,0,,0,0,,0,0,,0,1,,1,0,,0,1,,0,0,,0,29,,16,727.515,576.337,0.7922
04-112-0053,Дитва,village,53.856296,25.153439,4,,100,42,,,1,,0,0,,0,1,,0,2,,0,0,,0,0,,0,1,,0,95,,42,727.515,576.337,0.7922
04-112-0054,Огородники,village,53.894214,25.389633,4,,182,89,1114,1548,3,72,1,0,34,0,1,,0,0,36,0,0,,0,0,36,0,1,463,0,177,473,88,1548,1226.33,0.7922
04-112-0055,Первомайский,village,53.885511,25.414678,4,,79,36,852,1024,2,77,1,0,23,0,0,8,0,0,24,0,0,,0,0,15,0,0,347,0,77,358,35,1024,852,0.832031
04-112-0056,Крупово,village,53.929467,25.200675,4,,55,30,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,54,,29,727.515,576.337,0.7922
04-112-0057,Гуды,village,53.96492,25.243342,4,,39,24,604,676,0,37,0,0,2,0,0,,0,0,5,0,0,,0,0,7,0,0,520,0,39,33,24,676,535.527,0.7922
04-112-0058,Малейковщизна,village,53.921202,25.311129,4,,66,37,,,0,,0,0,,0,0,,0,2,,1,0,,0,0,,0,0,,0,64,,36,727.515,576.337,0.7922
04-112-0059,Можейково,village,53.722398,24.986307,4,,49,21,712,808,0,34,0,1,8,0,0,4,0,0,3,0,0,,0,0,6,0,1,441,0,47,216,21,808,640.098,0.7922
04-112-0060,Тарново,village,53.791417,25.144986,4,,38,19,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,37,,19,727.515,576.337,0.7922
04-112-0061,Дитрики,village,53.753848,25.221136,4,,7,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,4,727.515,576.337,0.7922
04-112-0062,Далёкие,village,53.818955,25.215315,4,,27,17,,,1,,0,0,,0,0,,0,2,,2,0,,0,0,,0,0,,0,24,,15,727.515,576.337,0.7922
04-112-0063,Ёдки,village,53.849838,25.360725,4,,136,67,,,4,,1,1,,0,0,,0,1,,0,1,,0,0,,0,1,,0,128,,66,727.515,576.337,0.7922
04-112-0064,Минойты,village,53.7979,25.367804,4,,95,47,765,929,2,48,1,2,17,2,1,,0,0,9,0,0,,0,0,8,0,1,316,0,89,367,44,929,765,0.823466
04-112-0065,Шейбаки,town_below100,53.861055,25.328583,4,,101,51,696,826,1,4,0,0,12,0,0,,0,0,16,0,0,,0,1,13,0,0,355,0,99,296,51,826,684.424,0.8286
04-112-0066,Докудово 2,village,53.803357,25.504572,4,,19,5,,,2,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,16,,5,727.515,576.337,0.7922
04-112-0067,Ходоровцы,village,53.640536,25.067542,4,,22,6,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,2,,0,19,,6,727.515,576.337,0.7922
04-112-0068,Byarozawka,town_below100,53.724087,25.511157,4,,113,39,,,1,,0,1,,0,1,,0,0,,0,0,,0,0,,0,4,,0,106,,39,1207.37,1000.42,0.8286
04-112-0069,Byarozawka,town_below100,53.72088,25.507833,4,,184,93,,,4,,1,0,,0,0,,0,2,,1,0,,0,0,,0,3,,1,175,,90,1207.37,1000.42,0.8286
04-112-0070,Byarozawka,town_below100,53.713372,25.499479,4,,242,131,1942,2140,3,42,1,3,15,0,1,,0,0,16,0,0,,0,0,13,0,5,1107,0,230,749,130,2140,1942,0.907477
04-112-0071,Byarozawka,town_below100,53.71147,25.503449,4,,139,72,,,5,,1,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,132,,71,1207.37,1000.42,0.8286
04-112-0072,Byarozawka,town_below100,53.717363,25.502057,4,,148,89,1523,1750,6,69,3,0,19,0,0,,0,0,18,0,1,,1,0,8,0,0,1273,0,141,136,85,1750,1450.05,0.8286
04-112-0073,Lida,town_over100,53.894522,25.285626,4,,4,3,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,3,1290.48,979.478,0.759
04-112-0074,Островля,village,53.872502,25.238491,4,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,727.515,576.337,0.7922
04-113-0001,Masty,town_below100,53.410582,24.534374,4,,127,54,,,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,3,,0,122,,54,1207.37,1000.42,0.8286
04-113-0002,Masty,town_below100,53.414312,24.533017,4,,125,67,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,122,,67,1207.37,1000.42,0.8286
04-113-0003,Masty,town_below100,53.416862,24.551029,4,,69,25,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,1,66,,24,1207.37,1000.42,0.8286
04-113-0004,Masty,town_below100,53.419701,24.55967,4,,299,146,,,7,,2,1,,1,0,,0,3,,0,1,,0,0,,0,3,,0,284,,143,1207.37,1000.42,0.8286
04-113-0005,Masty,town_below100,53.417769,24.550472,4,,210,125,,,5,,2,0,,0,0,,0,0,,0,0,,0,1,,1,2,,0,202,,122,1207.37,1000.42,0.8286
04-113-0006,Masty,town_below100,53.418166,24.543384,4,,183,100,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1,,0,180,,100,1207.37,1000.42,0.8286
04-113-0007,Masty,town_below100,53.395159,24.534877,4,,181,87,,,4,,1,1,,0,0,,0,1,,0,1,,0,0,,0,5,,0,169,,86,1207.37,1000.42,0.8286
04-113-0008,Masty,town_below100,53.426258,24.537473,4,,45,23,,,0,,0,1,,0,0,,0,1,,0,1,,0,0,,0,0,,0,42,,23,1207.37,1000.42,0.8286
04-113-0009,Masty,town_below100,53.416808,24.553274,4,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1207.37,1000.42,0.8286
04-113-0010,Голубы,village,53.461564,24.933334,4,,3,1,,,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,727.515,576.337,0.7922
04-113-0011,Глядовичи,village,53.523866,24.119954,4,,14,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,6,727.515,576.337,0.7922
04-113-0012,Стрельцы,village,53.456926,24.182126,4,,11,5,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,5,727.515,576.337,0.7922
04-113-0013,Гудевичи,village,53.371774,24.175775,4,,47,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,46,,16,727.515,576.337,0.7922
04-113-0014,Дубно,village,53.443981,24.377753,4,,35,16,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,34,,16,727.515,576.337,0.7922
04-113-0015,Хартица,village,53.505598,24.255402,4,,33,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,33,,15,727.515,576.337,0.7922
04-113-0016,Зарудавье,village,53.330757,24.509958,4,,33,17,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,32,,17,727.515,576.337,0.7922
04-113-0017,Куриловичи,village,53.356487,24.875213,4,,10,5,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,9,,5,727.515,576.337,0.7922
04-113-0018,Милевичи,village,53.280635,24.872131,4,,8,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,3,727.515,576.337,0.7922
04-113-0019,Lunna,village,53.452926,24.260846,4,,47,21,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,46,,21,727.515,576.337,0.7922
04-113-0020,Мальковичи,village,53.394418,24.805135,4,,8,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,6,727.515,576.337,0.7922
04-113-0021,Микелевщина,village,53.484985,24.66242,4,,21,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,6,727.515,576.337,0.7922
04-113-0022,Мосты Правые,village,53.427068,24.627996,4,,78,38,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,77,,38,727.515,576.337,0.7922
04-113-0023,Большие Степанишки,village,53.43431,24.577053,4,,73,45,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,72,,45,727.515,576.337,0.7922
04-113-0024,Большие Озёрки,village,53.303678,24.952189,4,,16,3,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,15,,3,727.515,576.337,0.7922
04-113-0025,Pacavichy,village,53.319974,24.685381,4,,14,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,9,727.515,576.337,0.7922
04-113-0026,Большая Рогозница,village,53.267023,24.686441,4,,39,14,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,38,,14,727.515,576.337,0.7922
04-113-0027,Pieski,village,53.348559,24.630673,4,,23,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,,11,727.515,576.337,0.7922
04-113-0028,Струбница,village,53.311523,24.597768,4,,8,4,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,4,727.515,576.337,0.7922
04-114-0001,Navahrudak,town_below100,53.595702,25.82007,4,,109,49,716,953,1,7,0,1,2,0,0,,0,2,6,2,1,,0,0,7,0,3,573,0,101,121,47,953,789.656,0.8286
04-114-0002,Navahrudak,town_below100,53.592565,25.821507,4,,79,39,,,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,78,,38,1207.37,1000.42,0.8286
04-114-0003,Navahrudak,town_below100,53.588798,25.813934,4,,222,115,1674,1972,0,97,0,1,31,0,0,,0,2,20,0,1,,0,0,28,0,2,1071,0,216,427,115,1972,1634,0.8286
04-114-0004,Navahrudak,town_below100,53.58179,25.8031,4,,200,105,1318,1661,1,115,0,0,30,0,1,17,0,1,37,1,3,,0,0,17,0,3,598,1,191,504,103,1661,1318,0.793498
04-114-0005,Navahrudak,town_below100,53.586054,25.801519,4,,295,151,,,4,,1,1,,1,0,,0,1,,0,0,,0,2,,0,2,,0,285,,149,1207.37,1000.42,0.8286
04-114-0006,Navahrudak,town_below100,53.588274,25.805768,4,,188,92,,,2,,2,1,,0,1,,1,1,,0,0,,0,0,,0,2,,1,181,,88,1207.37,1000.42,0.8286
04-114-0007,Navahrudak,town_below100,53.59326,25.818516,4,,142,76,,,2,,1,0,,0,0,,0,3,,0,0,,0,0,,0,0,,0,137,,75,1207.37,1000.42,0.8286
04-114-0008,Navahrudak,town_below100,53.59683,25.814859,4,,221,125,,,4,,1,2,,2,0,,0,1,,0,0,,0,2,,0,0,,0,212,,122,1207.37,1000.42,0.8286
04-114-0009,Navahrudak,town_below100,53.59683,25.814859,4,,113,65,,,0,,0,0,,0,0,,0,3,,0,0,,0,0,,0,0,,0,110,,65,1207.37,1000.42,0.8286
04-114-0010,Navahrudak,town_below100,53.591796,25.822765,4,,72,31,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,72,,31,1207.37,1000.42,0.8286
04-114-0011,Navahrudak,town_below100,53.592624,25.829493,4,,89,44,,,1,,1,1,,1,0,,0,1,,1,0,,0,0,,0,1,,0,85,,41,1207.37,1000.42,0.8286
04-114-0012,Navahrudak,town_below100,53.587894,25.828837,4,,110,59,,,1,,0,1,,0,0,,0,2,,1,0,,0,1,,1,2,,0,103,,57,1207.37,1000.42,0.8286
04-114-0013,Navahrudak,town_below100,53.598871,25.839455,4,,109,55,,,2,,0,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,105,,55,1207.37,1000.42,0.8286
04-114-0014,Navahrudak,town_below100,53.603099,25.823208,4,,116,60,,,0,,0,1,,0,1,,1,0,,0,2,,0,0,,0,1,,0,111,,59,1207.37,1000.42,0.8286
04-114-0015,Navahrudak,town_below100,53.601933,25.823402,4,,91,43,,,0,,0,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,89,,43,1207.37,1000.42,0.8286
04-114-0016,Navahrudak,town_below100,53.593779,25.809721,4,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1207.37,1000.42,0.8286
04-114-0017,Navahrudak,town_below100,53.586007,25.799283,4,,151,69,1669,1726,2,89,1,2,43,0,1,67,0,0,38,0,0,,0,0,21,0,1,910,0,145,501,68,1726,1669,0.966976
04-114-0018,Валевка,village,53.46358,25.880912,4,,24,9,665,708,0,15,0,0,12,0,0,,0,0,9,0,0,,0,0,21,0,0,479,0,24,129,9,708,560.878,0.7922
04-114-0019,Заполье,village,53.423242,25.763709,4,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,727.515,576.337,0.7922
04-114-0020,Нёвда,village,53.546071,25.831748,4,,24,13,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,,13,727.515,576.337,0.7922
04-114-0021,Navahrudak,town_below100,53.6182,25.87086,4,,30,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,30,,15,1207.37,1000.42,0.8286
04-114-0022,Брольники,village,53.623786,25.983841,4,,25,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,1,,0,22,,13,727.515,576.337,0.7922
04-114-0023,Большие Воробьевичи,village,53.701417,25.968229,4,,19,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,14,727.515,576.337,0.7922
04-114-0024,Вересково,village,53.761423,25.908473,4,,8,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,4,727.515,576.337,0.7922
04-114-0025,Голынь,village,53.741404,26.025469,4,,14,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,5,727.515,576.337,0.7922
04-114-0026,Lubcha,village,53.75143,26.058114,4,,55,26,,,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,0,,0,53,,26,727.515,576.337,0.7922
04-114-0027,Lubcha,village,53.749487,26.055976,4,,6,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,3,727.515,576.337,0.7922
04-114-0028,Негневичи,village,53.659813,26.085333,4,,56,26,818,922,3,39,2,1,14,0,0,,0,0,18,0,0,,0,0,17,0,0,523,0,52,207,24,922,730.408,0.7922
04-114-0029,Задворье,village,53.65476,26.101341,4,,9,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,2,727.515,576.337,0.7922
04-114-0030,Кошелево,village,53.531676,25.721794,4,,50,26,,,0,,0,0,,0,0,,0,1,,1,1,,0,0,,0,0,,0,48,,25,727.515,576.337,0.7922
04-114-0031,Ладеники,village,53.636575,25.769261,4,,13,9,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,8,727.515,576.337,0.7922
04-114-0032,Кмитянка,village,53.589252,25.745725,4,,9,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,4,727.515,576.337,0.7922
04-114-0033,Vselyub,village,53.720704,25.798312,4,,25,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,24,,15,727.515,576.337,0.7922
04-114-0034,Бенин,village,53.754609,25.833616,4,,5,3,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,4,,3,727.515,576.337,0.7922
04-114-0035,Отминово,village,53.792773,25.704429,4,,15,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,8,727.515,576.337,0.7922
04-114-0036,Piatrevičy,village,53.644854,25.667742,4,,27,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,26,,14,727.515,576.337,0.7922
