,id,town,area
2321,03-096-0063,Махновичи,village
2322,03-096-0064,Рудня,village
2323,03-096-0065,Осовец,village
2324,03-096-0066,Загорины,village
2325,03-096-0067,Прудок,village
2326,03-096-0068,Борисковичи,village
2327,03-096-0069,Белая,village
2328,03-096-0070,Скрыгалов,village
2329,03-096-0071,Большие Зимовищи,village
2330,03-096-0072,Моисеевка,village
2331,03-096-0073,Романовка,village
2332,03-096-0074,Слобода,village
2333,03-097-0001,Narowlya,region-center
2334,03-097-0002,Narowlya,region-center
2335,03-097-0003,Narowlya,region-center
2336,03-097-0004,Narowlya,region-center
2337,03-097-0005,Завойть,village
2338,03-097-0006,Буда Головчицкая,village
2339,03-097-0007,Головчицы,village
2340,03-097-0008,Демидов,village
2341,03-097-0009,Вербовичи,village
2342,03-097-0010,Грушевка,village
2343,03-097-0011,Киров,village
2344,03-098-0001,Aktsyabarski,region-center
2345,03-098-0002,Aktsyabarski,region-center
2346,03-098-0003,Aktsyabarski,region-center
2347,03-098-0004,Aktsyabarski,region-center
2348,03-098-0005,Aktsyabarski,region-center
2349,03-098-0006,Дербин,village
2350,03-098-0007,Волосовичи,village
2351,03-098-0008,Ломовичи,village
2352,03-098-0009,Гать,village
2353,03-098-0010,Любань,village
2354,03-098-0011,Нестановичи,village
2355,03-098-0012,Заболотье,village
2356,03-098-0013,Лясковичи,village
2357,03-098-0014,Поречье,village
2358,03-098-0015,Рассвет,village
2359,03-098-0016,Протасы,village
2360,03-098-0017,Мойсеевка,village
2361,03-098-0018,Сосновка,village
2362,03-098-0019,Новая Дуброва,village
2363,03-098-0020,Шкава,village
2364,03-098-0021,Ковали,village
2365,03-099-0001,Pyetrykaw,region-center
2366,03-099-0002,Pyetrykaw,region-center
2367,03-099-0003,Pyetrykaw,region-center
2368,03-099-0004,Pyetrykaw,region-center
2369,03-099-0005,Pyetrykaw,region-center
2370,03-099-0006,Бабуничи,village
2371,03-099-0007,Михедовичи,village
2372,03-099-0008,Голубица,village
2373,03-099-0009,Турок,village
2374,03-099-0010,Торгошин,village
2375,03-099-0011,Грабов,village
2376,03-099-0012,Великие Селютичи,village
2377,03-099-0013,Колки,village
2378,03-099-0014,Секеричи,village
2379,03-099-0015,Комаровичи,village
2380,03-099-0016,Конковичи,village
2381,03-099-0017,Копаткевичи,village
2382,03-099-0018,Копаткевичи,village
2383,03-099-0019,Першая Слободка,village
2384,03-099-0020,Копцевичи,village
2385,03-099-0021,Лучицы,village
2386,03-099-0022,Кошевичи,village
2387,03-099-0023,Бринёв,village
2388,03-099-0024,Лясковичи,village
2389,03-099-0025,Слобода,village
2390,03-099-0026,Сметаничи,village
2391,03-099-0027,Муляровка,village
2392,03-099-0028,Куритичи,village
2393,03-099-0029,Мышанка,village
2394,03-099-0030,Мышанка,village
2395,03-099-0031,Теребов,village
2396,03-099-0032,Ивашковичи,village
2397,03-099-0033,Новосёлки,village
2398,03-099-0034,Макаричи,village
2399,03-099-0035,Велавск,village
2400,03-099-0036,Белановичи,village
2401,03-099-0037,Птичь,village
2402,03-099-0038,Рог,village
2403,03-099-0039,Залесье,village
2404,03-099-0040,Челющевичи,village
2405,03-100-0001,Rechytsa,region-center
2406,03-100-0002,Rechytsa,region-center
2407,03-100-0003,Rechytsa,region-center
2408,03-100-0004,Rechytsa,region-center
2409,03-100-0005,Rechytsa,region-center
2410,03-100-0006,Rechytsa,region-center
2411,03-100-0007,Rechytsa,region-center
2412,03-100-0008,Rechytsa,region-center
2413,03-100-0009,Rechytsa,region-center
2414,03-100-0010,Rechytsa,region-center
2415,03-100-0011,Rechytsa,region-center
2416,03-100-0012,Rechytsa,region-center
2417,03-100-0013,Rechytsa,region-center
2418,03-100-0014,Rechytsa,region-center
2419,03-100-0015,Rechytsa,region-center
2420,03-100-0016,Rechytsa,region-center
2421,03-100-0017,Rechytsa,region-center
2422,03-100-0018,Rechytsa,region-center
2423,03-100-0019,Rechytsa,region-center
2424,03-100-0020,Rechytsa,region-center
2425,03-100-0021,Rechytsa,region-center
2426,03-100-0022,Rechytsa,region-center
2427,03-100-0023,Rechytsa,region-center
2428,03-100-0024,Rechytsa,region-center
2429,03-100-0025,Rechytsa,region-center
2430,03-100-0026,Rechytsa,region-center
2431,03-100-0027,Rechytsa,region-center
2432,03-100-0028,Rechytsa,region-center
2433,03-100-0029,Озерщина,village
2434,03-100-0030,Озерщина,village
2435,03-100-0031,Озерщина,village
2436,03-100-0032,Глыбов,village
2437,03-100-0033,Комсомольск,village
2438,03-100-0034,Заходы,village
2439,03-100-0035,Zarecha,village
2440,03-100-0036,Солтаново,village
2441,03-100-0037,Демехи,village
2442,03-100-0038,Лиски,village
2443,03-100-0039,Бабичи,village
2444,03-100-0040,Vasilyevichy,town
2445,03-100-0041,Vasilyevichy,town
2446,03-100-0042,Ведрич,village
2447,03-100-0043,Защёбье,village
2448,03-100-0044,Короватичи,village
2449,03-100-0045,Будка,village
2450,03-100-0046,Переволока,village
2451,03-100-0047,Ровенская Слобода,village
2452,03-100-0048,Новый Барсук,village
2453,03-100-0049,Вышемир,village
2454,03-100-0050,Прокисель,village
2455,03-100-0051,Артуки,village
2456,03-100-0052,Холмеч,village
2457,03-100-0053,Леваши,village
2458,03-100-0054,Свиридовичи,village
2459,03-100-0055,Заспа,village
2460,03-100-0056,Александровка,village
2461,03-100-0057,Свидовка,village
2462,03-100-0058,Белое Болото,village
2463,03-100-0059,Пригородная,village
2464,03-100-0060,Жмуровка,village
2465,03-100-0061,Бронное,village
2466,03-100-0062,Пересвятое,village
2467,03-101-0001,Rahachow,region-center
2468,03-101-0002,Rahachow,region-center
2469,03-101-0003,Rahachow,region-center
2470,03-101-0004,Rahachow,region-center
2471,03-101-0005,Rahachow,region-center
2472,03-101-0006,Rahachow,region-center
2473,03-101-0007,Rahachow,region-center
2474,03-101-0008,Rahachow,region-center
2475,03-101-0009,Rahachow,region-center
2476,03-101-0010,Rahachow,region-center
2477,03-101-0011,Rahachow,region-center
2478,03-101-0012,Rahachow,region-center
2479,03-101-0013,Rahachow,region-center
2480,03-101-0014,Rahachow,region-center
2481,03-101-0015,Rahachow,region-center
2482,03-101-0016,Rahachow,region-center
2483,03-101-0017,Болотня,village
2484,03-101-0018,Гадиловичи,village
2485,03-101-0019,Красница,village
2486,03-101-0020,Турсковый,village
2487,03-101-0021,Великие Стрелки,village
2488,03-101-0022,Высокое,village
2489,03-101-0023,Городец,village
2490,03-101-0024,Дворец,village
2491,03-101-0025,Кошара,village
2492,03-101-0026,Довск,village
2493,03-101-0027,Серебрянка,village
2494,03-101-0028,Журавичи,village
2495,03-101-0029,Хатовня,village
2496,03-101-0030,Заболотье,village
2497,03-101-0031,Лучин,village
2498,03-101-0032,Заполье,village
2499,03-101-0033,Стреньки,village
2500,03-101-0034,Зборов,village
2501,03-101-0035,Приднепровский,village
2502,03-101-0036,Звонец,village
2503,03-101-0037,Ильич,village
2504,03-101-0038,Шапчицы,village
2505,03-101-0039,Кистени,village
2506,03-101-0040,Щибрин,village
2507,03-101-0041,Курганье,village
2508,03-101-0042,Великая Крушиновка,village
2509,03-101-0043,Озераны,village
2510,03-101-0044,Остров,village
2511,03-101-0045,Поболово,village
2512,03-101-0046,Заречье,village
2513,03-101-0047,Старое Село,village
2514,03-101-0048,Белицк,village
2515,03-101-0049,Столпня,village
2516,03-101-0050,Тихиничи,village
2517,03-102-0001,Svietlahоrsk,region-center
2518,03-102-0002,Svietlahоrsk,region-center
2519,03-102-0003,Svietlahоrsk,region-center
2520,03-102-0004,Svietlahоrsk,region-center
2521,03-102-0005,Svietlahоrsk,region-center
2522,03-102-0006,Svietlahоrsk,region-center
2523,03-102-0007,Svietlahоrsk,region-center
2524,03-102-0008,Svietlahоrsk,region-center
2525,03-102-0009,Svietlahоrsk,region-center
2526,03-102-0010,Svietlahоrsk,region-center
2527,03-102-0011,Svietlahоrsk,region-center
2528,03-102-0012,Svietlahоrsk,region-center
2529,03-102-0013,Svietlahоrsk,region-center
2530,03-102-0014,Svietlahоrsk,region-center
2531,03-102-0015,Svietlahоrsk,region-center
2532,03-102-0016,Svietlahоrsk,region-center
2533,03-102-0017,Svietlahоrsk,region-center
2534,03-102-0018,Svietlahоrsk,region-center
2535,03-102-0019,Svietlahоrsk,region-center
2536,03-102-0020,Svietlahоrsk,region-center
2537,03-102-0021,Svietlahоrsk,region-center
2538,03-102-0022,Svietlahоrsk,region-center
2539,03-102-0023,Svietlahоrsk,region-center
2540,03-102-0024,Svietlahоrsk,region-center
2541,03-102-0025,Svietlahоrsk,region-center
2542,03-102-0026,Svietlahоrsk,region-center
2543,03-102-0027,Svietlahоrsk,region-center
2544,03-102-0028,Svietlahоrsk,region-center
2545,03-102-0029,Svietlahоrsk,region-center
2546,03-102-0030,Svietlahоrsk,region-center
2547,03-102-0031,Svietlahоrsk,region-center
2548,03-102-0032,Svietlahоrsk,region-center
2549,03-102-0033,Боровики,village
2550,03-102-0034,Хутор,village
2551,03-102-0035,Якимова Слобода,village
2552,03-102-0036,Загорье,village
2553,03-102-0037,Просвет,village
2554,03-102-0038,Корени,village
2555,03-102-0039,Полесье,village
2556,03-102-0040,Михайловка,village
2557,03-102-0041,Ковчицы 2,village
2558,03-102-0042,Николаевка,village
2559,03-102-0043,Вежны,village
2560,03-102-0044,Дуброва,village
2561,03-102-0045,Осташковичи,village
2562,03-102-0046,Чкалово,village
2563,03-102-0047,Чирковичи,village
2564,03-102-0048,Чирковичский сельский Совет,village
2565,03-102-0049,Козловка,village
2566,03-102-0050,Прудок,village
2567,03-102-0051,Моисеевка,village
2568,03-102-0052,Паричи,village
2569,03-102-0053,Печищи,village
2570,03-102-0054,Страковичи,village
2571,03-102-0055,Sasnovy Bor,village
2572,03-103-0001,Chojniki,region-center
2573,03-103-0002,Chojniki,region-center
2574,03-103-0003,Chojniki,region-center
2575,03-103-0004,Chojniki,region-center
2576,03-103-0005,Chojniki,region-center
2577,03-103-0006,Chojniki,region-center
2578,03-103-0007,Глинище,village
2579,03-103-0008,Слабожанка,village
2580,03-103-0009,Борисовщина,village
2581,03-103-0010,Вить,village
2582,03-103-0011,Храпково,village
2583,03-103-0012,Великий Бор,village
2584,03-103-0013,Партизанская,village
2585,03-103-0014,Дворище,village
2586,03-103-0015,Судково,village
2587,03-103-0016,Козелужье,village
2588,03-103-0017,Поселичи,village
2589,03-103-0018,Велетин,village
2590,03-103-0019,Стреличево,village
2591,03-103-0020,Chojniki,region-center
2592,03-104-0001,Chachersk,region-center
2593,03-104-0002,Chachersk,region-center
2594,03-104-0003,Chachersk,region-center
2595,03-104-0004,Залесье,village
2596,03-104-0005,Беляевка,village
2597,03-104-0006,Нисимковичи,village
2598,03-104-0007,Бабичи,village
2599,03-104-0008,Сидоровичи,village
2600,03-104-0009,Полесье,village
2601,03-104-0010,Вознесенский,village
2602,03-104-0011,Ровковичи,village
2603,03-104-0012,Мотневичи,village
2604,03-104-0013,Меркуловичи,village
2605,03-104-0014,Ботвиново,village
2606,03-104-0015,Ковалёв Рог,village
2607,03-104-0016,Отор,village
2608,03-144-0001,Азделино,village
2609,03-144-0002,Роги,village
2610,03-144-0003,Бобовичи,village
2611,03-144-0004,Чкалово,village
2612,03-144-0005,Старые Дятловичи,village
2613,03-144-0006,Baĺšavik,village
2614,03-144-0007,Грабовка,village
2615,03-144-0008,Песочная Буда,village
2616,03-144-0009,Долголесье,village
2617,03-144-0010,Михальки,village
2618,03-144-0011,Ерёмино,village
2619,03-144-0012,Ерёмино,village
2620,03-144-0013,Ерёмино,village
2621,03-144-0014,Костюковка,village
2622,03-144-0015,Зябровка,village
2623,03-144-0016,Коренёвка,village
2624,03-144-0017,Красненский сельский Совет,village
2625,03-144-0018,Красное,village
2626,03-144-0019,Красное,village
2627,03-144-0020,Мичуринская,village
2628,03-144-0021,Марковичи,village
2629,03-144-0022,Глыбоцкое,village
2630,03-144-0023,Поколюбичи,village
2631,03-144-0024,Лопатино,village
2632,03-144-0025,Prybar,village
2633,03-144-0026,Цагельня,village
2634,03-144-0027,Климовка,village
2635,03-144-0028,Зябровка,village
2636,03-144-0029,Прибытки,village
2637,03-144-0030,Рудня Маримонова,village
2638,03-144-0031,Тереничи,village
2639,03-144-0032,Телеши,village
2640,03-144-0033,Тереничский сельский Совет,village
2641,03-144-0034,Терешковичи,village
2642,03-144-0035,Терюха,village
2643,03-144-0036,Терюхский сельский Совет,village
2644,03-144-0037,Улуковский сельский Совет,village
2645,03-144-0038,Берёзки,village
2646,03-144-0039,Головинцы,village
2647,03-144-0040,Романовичи,village
2648,03-144-0041,Staraja Belica,village
2649,03-144-0042,Урицкое,village
2650,03-144-0043,Урицкое,village
2651,03-144-0044,Залипье,village
2652,03-144-0045,Чёнки,village
2653,03-144-0046,Чёнки,village
2654,03-144-0047,Черетянка,village
2655,03-144-0048,Маковье,village
2656,03-144-0049,Шарпиловка,village
2657,04-021-0001,Hrodna,city
2658,04-021-0002,Hrodna,city
2659,04-021-0003,Hrodna,city
2660,04-021-0004,Hrodna,city
2661,04-021-0005,Hrodna,city
2662,04-021-0006,Hrodna,city
2663,04-021-0007,Hrodna,city
2664,04-021-0008,Hrodna,city
2665,04-021-0009,Hrodna,city
2666,04-021-0010,Hrodna,city
2667,04-021-0011,Hrodna,city
2668,04-021-0012,Hrodna,city
2669,04-021-0013,Hrodna,city
2670,04-021-0014,Hrodna,city
2671,04-021-0015,Hrodna,city
2672,04-021-0016,Hrodna,city
2673,04-021-0017,Hrodna,city
2674,04-021-0018,Hrodna,city
2675,04-021-0019,Hrodna,city
2676,04-021-0020,Hrodna,city
2677,04-021-0021,Hrodna,city
2678,04-021-0022,Hrodna,city
2679,04-021-0023,Hrodna,city
2680,04-021-0024,Hrodna,city
2681,04-021-0025,Hrodna,city
2682,04-021-0026,Hrodna,city
2683,04-021-0027,Hrodna,city
2684,04-021-0028,Hrodna,city
2685,04-021-0029,Hrodna,city
2686,04-021-0030,Hrodna,city
2687,04-021-0031,Hrodna,city
2688,04-021-0032,Hrodna,city
2689,04-021-0033,Hrodna,city
2690,04-021-0034,Hrodna,city
2691,04-021-0035,Hrodna,city
2692,04-021-0036,Hrodna,city
2693,04-021-0037,Hrodna,city
2694,04-021-0038,Hrodna,city
2695,04-021-0039,Hrodna,city
2696,04-021-0040,Hrodna,city
2697,04-021-0041,Hrodna,city
2698,04-021-0042,Hrodna,city
2699,04-021-0043,Hrodna,city
2700,04-021-0044,Hrodna,city
2701,04-021-0045,Hrodna,city
2702,04-021-0046,Hrodna,city
2703,04-021-0047,Hrodna,city
2704,04-021-0048,Hrodna,city
2705,04-021-0049,Hrodna,city
2706,04-021-0050,Hrodna,city
2707,04-021-0051,Hrodna,city
2708,04-021-0052,Hrodna,city
2709,04-021-0053,Hrodna,city
2710,04-021-0054,Hrodna,city
2711,04-021-0055,Hrodna,city
2712,04-021-0056,Hrodna,city
2713,04-021-0057,Hrodna,city
2714,04-021-0058,Hrodna,city
2715,04-021-0059,Hrodna,city
2716,04-021-0060,Hrodna,city
2717,04-021-0061,Hrodna,city
2718,04-021-0062,Hrodna,city
2719,04-021-0063,Hrodna,city
2720,04-022-0064,Hrodna,city
2721,04-022-0065,Hrodna,city
2722,04-022-0066,Hrodna,city
2723,04-022-0067,Hrodna,city
2724,04-022-0068,Hrodna,city
2725,04-022-0069,Hrodna,city
2726,04-022-0070,Hrodna,city
2727,04-022-0071,Hrodna,city
2728,04-022-0072,Hrodna,city
2729,04-022-0073,Hrodna,city
2730,04-022-0074,Hrodna,city
2731,04-022-0075,Hrodna,city
2732,04-022-0076,Hrodna,city
2733,04-022-0077,Hrodna,city
2734,04-022-0078,Hrodna,city
2735,04-022-0079,Hrodna,city
2736,04-022-0080,Hrodna,city
2737,04-022-0081,Hrodna,city
2738,04-022-0082,Hrodna,city
2739,04-022-0083,Hrodna,city
2740,04-022-0084,Hrodna,city
2741,04-022-0085,Hrodna,city
2742,04-022-0086,Hrodna,city
2743,04-022-0087,Hrodna,city
2744,04-022-0088,Hrodna,city
2745,04-022-0089,Hrodna,city
2746,04-022-0090,Hrodna,city
2747,04-022-0091,Hrodna,city
2748,04-022-0092,Hrodna,city
2749,04-022-0093,Hrodna,city
2750,04-022-0094,Hrodna,city
2751,04-022-0095,Hrodna,city
2752,04-022-0096,Hrodna,city
2753,04-022-0097,Hrodna,city
2754,04-022-0098,Hrodna,city
2755,04-022-0099,Hrodna,city
2756,04-022-0100,Hrodna,city
2757,04-022-0101,Hrodna,city
2758,04-022-0102,Hrodna,city
2759,04-022-0103,Hrodna,city
2760,04-022-0104,Hrodna,city
2761,04-022-0105,Hrodna,city
2762,04-022-0106,Hrodna,city
2763,04-022-0107,Hrodna,city
2764,04-022-0108,Hrodna,city
2765,04-022-0109,Hrodna,city
2766,04-022-0110,Hrodna,city
2767,04-022-0111,Hrodna,city
2768,04-022-0112,Hrodna,city
2769,04-022-0113,Hrodna,city
2770,04-022-0114,Hrodna,city
2771,04-022-0115,Hrodna,city
2772,04-022-0116,Hrodna,city
2773,04-022-0117,Hrodna,city
2774,04-022-0118,Hrodna,city
2775,04-022-0119,Hrodna,city
2776,04-022-0120,Hrodna,city
2777,04-022-0121,Hrodna,city
2778,04-022-0122,Hrodna,city
2779,04-022-0123,Hrodna,city
2780,04-022-0124,Hrodna,city
2781,04-022-0125,Hrodna,city
2782,04-022-0126,Hrodna,city
2783,04-022-0127,Hrodna,city
2784,04-022-0128,Hrodna,city
2785,04-022-0129,Hrodna,city
2786,04-022-0130,Hrodna,city
2787,04-022-0131,Hrodna,city
2788,04-022-0132,Hrodna,city
2789,04-022-0133,Hrodna,city
2790,04-022-0134,Hrodna,city
2791,04-022-0135,Hrodna,city
2792,04-105-0001,Vyalikaya Byerastavitsa,town
2793,04-105-0002,Vyalikaya Byerastavitsa,town
2794,04-105-0003,Vyalikaya Byerastavitsa,town
2795,04-105-0004,Пограничный,village
2796,04-105-0005,Кваторы,village
2797,04-105-0006,Олекшицы,village
2798,04-105-0007,Эйминовцы,village
2799,04-105-0008,Конюхи,village
2800,04-105-0009,Макаровцы,village
2801,04-105-0010,Malaya Berestovitsa,village
2802,04-105-0011,Пархимовцы,village
2803,04-105-0012,Старый Дворец,village
2804,04-105-0013,Большие Эйсмонты,village
2805,04-105-0014,Vyalikaya Byerastavitsa,town
2806,04-106-0001,Vawkavysk,region-center
2807,04-106-0002,Vawkavysk,region-center
2808,04-106-0003,Vawkavysk,region-center
2809,04-106-0004,Vawkavysk,region-center
2810,04-106-0005,Vawkavysk,region-center
2811,04-106-0006,Vawkavysk,region-center
2812,04-106-0007,Vawkavysk,region-center
2813,04-106-0008,Vawkavysk,region-center
2814,04-106-0009,Vawkavysk,region-center
2815,04-106-0010,Vawkavysk,region-center
2816,04-106-0011,Vawkavysk,region-center
2817,04-106-0012,Vawkavysk,region-center
2818,04-106-0013,Vawkavysk,region-center
2819,04-106-0014,Vawkavysk,region-center
2820,04-106-0015,Vawkavysk,region-center
2821,04-106-0016,Vawkavysk,region-center
2822,04-106-0017,Vawkavysk,region-center
2823,04-106-0018,Vawkavysk,region-center
2824,04-106-0019,Верейки,village
2825,04-106-0020,Репля,village
2826,04-106-0021,Войтковичи,village
2827,04-106-0022,Малая Лапеница,village
2828,04-106-0023,Новые Хатьковцы,village
2829,04-106-0024,Рупейки,village
2830,04-106-0025,Voupa,village
2831,04-106-0026,Гнезно,village
2832,04-106-0027,Мстибово,village
2833,04-106-0028,Родники,village
2834,04-106-0029,Изабелин,village
2835,04-106-0030,Улезлы,village
2836,04-106-0031,Krasnasyelski,village
2837,04-106-0032,Krasnasyelski,village
2838,04-106-0033,Krasnasyelski,village
2839,04-106-0034,Юбилейный,village
2840,04-106-0035,Подороск,village
2841,04-106-0036,Росский сельский Совет,village
2842,04-106-0037,Дулевцы,village
2843,04-106-0038,Ендриховцы,village
2844,04-106-0039,Россь,village
2845,04-106-0040,Россь,village
2846,04-106-0041,Россь,village
2847,04-106-0042,Шулейки,village
2848,04-106-0043,Субочи,village
2849,04-106-0044,Ятвезь,village
2850,04-106-0045,Шиловичи,village
2851,04-107-0001,Voranava,region-center
2852,04-107-0002,Voranava,region-center
2853,04-107-0003,Voranava,region-center
2854,04-107-0004,Полецкишки,village
2855,04-107-0005,Больтиники,village
2856,04-107-0006,Бенякони,village
2857,04-107-0007,Конвелишки,village
2858,04-107-0008,Гайтюнишки,village
2859,04-107-0009,Переганцы,village
2860,04-107-0010,Трокели,village
2861,04-107-0011,Бастуны,village
2862,04-107-0012,Zhirmuny,village
2863,04-107-0013,Погородно,village
2864,04-107-0014,Radun,village
2865,04-107-0015,Radun,village
2866,04-107-0016,Больтишки,village
2867,04-107-0017,Дотишки,village
2868,04-107-0018,Нача,village
2869,04-107-0019,Гирки,village
2870,04-107-0020,Мисевичи,village
2871,04-107-0021,Заболоть,village
2872,04-108-0001,Вензовец,village
2873,04-108-0002,Войневичи,village
2874,04-108-0003,Гезгалы,village
2875,04-108-0004,Крутиловичи,village
2876,04-108-0005,Торкачи,village
2877,04-108-0006,Даниловичи,village
2878,04-108-0007,Дворец,village
2879,04-108-0008,Dziatlava,region-center
2880,04-108-0009,Dziatlava,region-center
2881,04-108-0010,Dziatlava,region-center
2882,04-108-0011,Dziatlava,region-center
2883,04-108-0012,Раклевичи,village
2884,04-108-0013,Dziatlava,region-center
2885,04-108-0014,Жуковщина,village
2886,04-108-0015,Козловщина,village
2887,04-108-0016,Леоновичи,village
2888,04-108-0017,Белогурно,village
2889,04-108-0018,Новоельня,village
2890,04-108-0019,Новоельня,village
2891,04-108-0020,Новоельня,village
2892,04-108-0021,Крутиловичи,village
2893,04-108-0022,Хвиневичи,village
2894,04-108-0023,Роготно,village
2895,04-109-0001,Голынка,village
2896,04-109-0002,Dziarečyn,village
2897,04-109-0003,Бородичи,village
2898,04-109-0004,Князево,village
2899,04-109-0005,Ялуцевичи,village
2900,04-109-0006,Теглевичи,village
2901,04-109-0007,Каролин,village
2902,04-109-0008,Елка,village
2903,04-109-0009,Zeĺva,region-center
2904,04-109-0010,Zeĺva,region-center
2905,04-109-0011,Zeĺva,region-center
2906,04-109-0012,Zeĺva,region-center
2907,04-110-0001,Iwye,region-center
2908,04-110-0002,Iwye,region-center
2909,04-110-0003,Iwye,region-center
2910,04-110-0004,Iwye,region-center
2911,04-110-0005,Iwye,region-center
2912,04-110-0006,Позеняты,village
2913,04-110-0007,Дайлиды,village
2914,04-110-0008,Лелюки,village
2915,04-110-0009,Лежневичи,village
2916,04-110-0010,Морино,village
2917,04-110-0011,Юратишки,village
2918,04-110-0012,Яросмишки,village
2919,04-110-0013,Бакшты,village
2920,04-110-0014,Купровичи,village
2921,04-110-0015,Лаздуны 1,village
2922,04-110-0016,Эйгерды,village
2923,04-110-0017,Трабы,village
2924,04-110-0018,Геранёны,village
2925,04-110-0019,Сураж,village
2926,04-110-0020,Липнишки,village
2927,04-110-0021,Центральная,village
2928,04-110-0022,Большие Князиковцы,village
2929,04-110-0023,Zhamyslawl,village
2930,04-110-0024,Субботники,village
2931,04-110-0025,Iwye,region-center
2932,04-111-0001,Karelichy,region-center
2933,04-111-0002,Karelichy,region-center
2934,04-111-0003,Karelichy,region-center
2935,04-111-0004,Остухово,village
2936,04-111-0005,Горная Рута,village
2937,04-111-0006,Рудники,village
2938,04-111-0007,Karelichy,region-center
2939,04-111-0008,Malušyčy,village
2940,04-111-0009,Райца,village
2941,04-111-0010,Воронча,village
2942,04-111-0011,Цирин,village
2943,04-111-0012,Mir,village
2944,04-111-0013,Mir,village
2945,04-111-0014,Оюцевичи,village
2946,04-111-0015,Еремичи,village
2947,04-111-0016,Большие Жуховичи,village
2948,04-111-0017,Луки,village
2949,04-111-0018,Turets,village
2950,04-112-0001,Lida,region-center
2951,04-112-0002,Lida,region-center
2952,04-112-0003,Lida,region-center
2953,04-112-0004,Lida,region-center
2954,04-112-0005,Lida,region-center
2955,04-112-0006,Lida,region-center
2956,04-112-0007,Lida,region-center
2957,04-112-0008,Lida,region-center
2958,04-112-0009,Lida,region-center
2959,04-112-0010,Lida,region-center
2960,04-112-0011,Lida,region-center
2961,04-112-0012,Lida,region-center
2962,04-112-0013,Lida,region-center
2963,04-112-0014,Lida,region-center
2964,04-112-0015,Lida,region-center
2965,04-112-0016,Lida,region-center
2966,04-112-0017,Lida,region-center
2967,04-112-0018,Lida,region-center
2968,04-112-0019,Lida,region-center
2969,04-112-0020,Lida,region-center
2970,04-112-0021,Lida,region-center
2971,04-112-0022,Lida,region-center
2972,04-112-0023,Lida,region-center
2973,04-112-0024,Lida,region-center
2974,04-112-0025,Lida,region-center
2975,04-112-0026,Lida,region-center
2976,04-112-0027,Lida,region-center
2977,04-112-0028,Lida,region-center
2978,04-112-0029,Lida,region-center
2979,04-112-0030,Lida,region-center
2980,04-112-0031,Lida,region-center
2981,04-112-0032,Lida,region-center
2982,04-112-0033,Lida,region-center
2983,04-112-0034,Lida,region-center
2984,04-112-0035,Lida,region-center
2985,04-112-0036,Lida,region-center
2986,04-112-0037,Lida,region-center
2987,04-112-0038,Lida,region-center
2988,04-112-0039,Lida,region-center
2989,04-112-0040,Lida,region-center
2990,04-112-0041,Lida,region-center
2991,04-112-0042,Lida,region-center
2992,04-112-0043,Lida,region-center
2993,04-112-0044,Lida,region-center
2994,04-112-0045,Белица,village
2995,04-112-0046,Лайковщина,village
2996,04-112-0047,Песковцы,village
2997,04-112-0048,Бердовка,village
2998,04-112-0049,Ваверка,village
2999,04-112-0050,Гончары,village
3000,04-112-0051,Селец,village
3001,04-112-0052,Дворище,village
3002,04-112-0053,Дитва,village
3003,04-112-0054,Огородники,village
3004,04-112-0055,Первомайский,village
3005,04-112-0056,Крупово,village
3006,04-112-0057,Гуды,village
3007,04-112-0058,Малейковщизна,village
3008,04-112-0059,Можейково,village
3009,04-112-0060,Тарново,village
3010,04-112-0061,Дитрики,village
3011,04-112-0062,Далёкие,village
3012,04-112-0063,Ёдки,village
3013,04-112-0064,Минойты,village
3014,04-112-0065,Шейбаки,village
3015,04-112-0066,Докудово 2,village
3016,04-112-0067,Ходоровцы,village
3017,04-112-0068,Byarozawka,town
3018,04-112-0069,Byarozawka,town
3019,04-112-0070,Byarozawka,town
3020,04-112-0071,Byarozawka,town
3021,04-112-0072,Byarozawka,town
3022,04-112-0073,Lida,region-center
3023,04-112-0074,Островля,village
3024,04-113-0001,Masty,region-center
3025,04-113-0002,Masty,region-center
3026,04-113-0003,Masty,region-center
3027,04-113-0004,Masty,region-center
3028,04-113-0005,Masty,region-center
3029,04-113-0006,Masty,region-center
3030,04-113-0007,Masty,region-center
3031,04-113-0008,Masty,region-center
3032,04-113-0009,Masty,region-center
3033,04-113-0010,Голубы,village
3034,04-113-0011,Глядовичи,village
3035,04-113-0012,Стрельцы,village
3036,04-113-0013,Гудевичи,village
3037,04-113-0014,Дубно,village
3038,04-113-0015,Хартица,village
3039,04-113-0016,Зарудавье,village
3040,04-113-0017,Куриловичи,village
3041,04-113-0018,Милевичи,village
3042,04-113-0019,Lunna,village
3043,04-113-0020,Мальковичи,village
3044,04-113-0021,Микелевщина,village
3045,04-113-0022,Мосты Правые,village
3046,04-113-0023,Большие Степанишки,village
3047,04-113-0024,Большие Озёрки,village
3048,04-113-0025,Pacavichy,village
3049,04-113-0026,Большая Рогозница,village
3050,04-113-0027,Pieski,village
3051,04-113-0028,Струбница,village
3052,04-114-0001,Navahrudak,region-center
3053,04-114-0002,Navahrudak,region-center
3054,04-114-0003,Navahrudak,region-center
3055,04-114-0004,Navahrudak,region-center
3056,04-114-0005,Navahrudak,region-center
3057,04-114-0006,Navahrudak,region-center
3058,04-114-0007,Navahrudak,region-center
3059,04-114-0008,Navahrudak,region-center
