id,town,area,latitude,longitude,region
03-144-0002,Роги,village,52.54174,30.788472,3
03-144-0003,Бобовичи,village,52.339825,30.923776,3
03-144-0004,Чкалово,village,52.28042,30.885562,3
03-144-0005,Старые Дятловичи,village,52.231114,30.869527,3
03-144-0006,Baĺšavik,village,52.557035,30.877818,3
03-144-0007,Грабовка,village,52.190417,31.151841,3
03-144-0008,Песочная Буда,village,52.245833,31.144357,3
03-144-0009,Долголесье,village,52.267201,30.720811,3
03-144-0010,Михальки,village,52.251486,30.780457,3
03-144-0011,Ерёмино,city,52.506783,30.947662,3
03-144-0012,Ерёмино,city,52.507259,30.942565,3
03-144-0013,Ерёмино,city,52.513267,30.961945,3
03-144-0014,Костюковка,village,52.539604,30.939856,3
03-144-0015,Зябровка,village,52.326315,31.187854,3
03-144-0016,Коренёвка,village,52.350388,31.11403,3
03-144-0017,Красненский сельский Совет,city,52.439344,30.899435,3
03-144-0018,Красное,city,52.474507,30.919859,3
03-144-0019,Красное,city,52.472993,30.930442,3
03-144-0020,Мичуринская,city,52.47008,30.963055,3
03-144-0021,Марковичи,village,52.113031,31.199089,3
03-144-0022,Глыбоцкое,village,52.063855,31.280309,3
03-144-0023,Поколюбичи,city,52.505374,31.034529,3
03-144-0024,Лопатино,village,52.544544,30.988742,3
03-144-0025,Prybar,village,52.413055,30.761343,3
03-144-0026,Цагельня,village,52.313197,31.048283,3
03-144-0027,Климовка,village,52.29118,31.093603,3
03-144-0028,Зябровка,village,52.293124,31.185374,3
03-144-0029,Прибытки,village,52.288294,31.161771,3
03-144-0030,Рудня Маримонова,village,52.162435,30.718194,3
03-144-0031,Тереничи,village,52.525465,30.671313,3
03-144-0032,Телеши,village,52.492515,30.6345,3
03-144-0033,Тереничский сельский Совет,village,52.515163,30.599502,3
03-144-0034,Терешковичи,village,52.253922,30.948516,3
03-144-0035,Терюха,village,52.200435,30.990422,3
03-144-0036,Терюхский сельский Совет,village,52.102478,30.979759,3
03-144-0037,Улуковский сельский Совет,city,52.395396,31.086784,3
03-144-0038,Берёзки,city,52.400292,31.103888,3
03-144-0039,Головинцы,city,52.39905,31.125079,3
03-144-0040,Романовичи,city,52.425988,31.120111,3
03-144-0041,Staraja Belica,village,52.507134,30.765062,3
03-144-0042,Урицкое,village,52.466893,30.806537,3
03-144-0043,Урицкое,village,52.466893,30.806537,3
03-144-0044,Залипье,village,52.457444,30.847051,3
03-144-0045,Чёнки,city,52.356054,30.979238,3
03-144-0046,Чёнки,city,52.35035,30.976633,3
03-144-0047,Черетянка,village,52.126364,31.275269,3
03-144-0048,Маковье,village,52.157868,31.255668,3
03-144-0049,Шарпиловка,village,52.115289,30.929067,3
04-021-0001,Hrodna,city,53.688185,23.824166,4
04-021-0002,Hrodna,city,53.694754,23.817123,4
04-021-0003,Hrodna,city,53.681668,23.838665,4
04-021-0004,Hrodna,city,53.675334,23.838574,4
04-021-0005,Hrodna,city,53.674436,23.832439,4
04-021-0006,Hrodna,city,53.687374,23.825495,4
04-021-0007,Hrodna,city,53.691341,23.833418,4
04-021-0008,Hrodna,city,53.686351,23.834631,4
04-021-0009,Hrodna,city,53.694908,23.814105,4
04-021-0010,Hrodna,city,53.695303,23.826528,4
04-021-0011,Hrodna,city,53.694578,23.825899,4
04-021-0012,Hrodna,city,53.689758,23.843533,4
04-021-0013,Hrodna,city,53.68481,23.840225,4
04-021-0014,Hrodna,city,53.696582,23.827067,4
04-021-0015,Hrodna,city,53.696582,23.827067,4
04-021-0016,Hrodna,city,53.695815,23.848393,4
04-021-0017,Hrodna,city,53.695815,23.848393,4
04-021-0018,Hrodna,city,53.691947,23.805631,4
04-021-0019,Hrodna,city,53.691427,23.796444,4
04-021-0020,Hrodna,city,53.694631,23.794953,4
04-021-0021,Hrodna,city,53.694631,23.794953,4
04-021-0022,Hrodna,city,53.693362,23.80531,4
04-021-0023,Hrodna,city,53.693362,23.80531,4
04-021-0024,Hrodna,city,53.697371,23.792689,4
04-021-0025,Hrodna,city,53.697478,23.78994,4
04-021-0026,Hrodna,city,53.700074,23.79003,4
04-021-0027,Hrodna,city,53.701551,23.801861,4
04-021-0028,Hrodna,city,53.701551,23.801861,4
04-021-0029,Hrodna,city,53.70759,23.800765,4
04-021-0030,Hrodna,city,53.70759,23.800765,4
04-021-0031,Hrodna,city,53.709967,23.80867,4
04-021-0032,Hrodna,city,53.706433,23.811535,4
04-021-0033,Hrodna,city,53.704189,23.80778,4
04-021-0034,Hrodna,city,53.704189,23.80778,4
04-021-0035,Hrodna,city,53.708757,23.809901,4
04-021-0036,Hrodna,city,53.708469,23.812829,4
04-021-0037,Hrodna,city,53.70299,23.809901,4
04-021-0038,Hrodna,city,53.703917,23.816063,4
04-021-0039,Hrodna,city,53.701465,23.812173,4
04-021-0040,Hrodna,city,53.700559,23.810296,4
04-021-0041,Hrodna,city,53.70074,23.817186,4
04-021-0042,Hrodna,city,53.70074,23.817186,4
04-021-0043,Hrodna,city,53.700117,23.82015,4
04-021-0044,Hrodna,city,53.698294,23.840362,4
04-021-0045,Hrodna,city,53.705175,23.840847,4
04-021-0046,Hrodna,city,53.699898,23.850145,4
04-021-0047,Hrodna,city,53.699898,23.850145,4
04-021-0048,Hrodna,city,53.699898,23.850145,4
04-021-0049,Hrodna,city,53.702467,23.844989,4
04-021-0050,Hrodna,city,53.702467,23.844989,4
04-021-0051,Hrodna,city,53.703965,23.852319,4
04-021-0052,Hrodna,city,53.703965,23.852319,4
04-021-0053,Hrodna,city,53.703965,23.852319,4
04-021-0054,Hrodna,city,53.707035,23.853262,4
04-021-0055,Hrodna,city,53.707035,23.853262,4
04-021-0056,Hrodna,city,53.707035,23.853262,4
04-021-0057,Hrodna,city,53.712994,23.846022,4
04-021-0058,Hrodna,city,53.712994,23.846022,4
04-021-0059,Hrodna,city,53.712994,23.846022,4
04-021-0060,Hrodna,city,53.712994,23.846022,4
04-021-0061,Hrodna,city,53.712994,23.846022,4
04-021-0062,Hrodna,city,53.71763,23.807637,4
04-021-0063,Hrodna,city,53.713303,23.860979,4
04-022-0064,Hrodna,city,53.670692,23.821076,4
04-022-0065,Hrodna,city,53.672372,23.821156,4
04-022-0066,Hrodna,city,53.674719,23.809281,4
04-022-0067,Hrodna,city,53.674287,23.805202,4
04-022-0068,Hrodna,city,53.673289,23.802436,4
04-022-0069,Hrodna,city,53.673716,23.79718,4
04-022-0070,Hrodna,city,53.672431,23.766952,4
04-022-0071,Hrodna,city,53.665282,23.776447,4
04-022-0072,Hrodna,city,53.656756,23.778747,4
04-022-0073,Hrodna,city,53.656756,23.778747,4
04-022-0074,Hrodna,city,53.656756,23.778747,4
04-022-0075,Hrodna,city,53.660667,23.788476,4
04-022-0076,Hrodna,city,53.660667,23.788476,4
04-022-0077,Hrodna,city,53.660667,23.788476,4
04-022-0078,Hrodna,city,53.666322,23.793461,4
04-022-0079,Hrodna,city,53.666322,23.793461,4
04-022-0080,Hrodna,city,53.66852,23.794881,4
04-022-0081,Hrodna,city,53.66852,23.794881,4
04-022-0082,Hrodna,city,53.667331,23.806963,4
04-022-0083,Hrodna,city,53.665789,23.819387,4
04-022-0084,Hrodna,city,53.652849,23.7986,4
04-022-0085,Hrodna,city,53.655966,23.811904,4
04-022-0086,Hrodna,city,53.649119,23.826699,4
04-022-0087,Hrodna,city,53.647886,23.830014,4
04-022-0088,Hrodna,city,53.630429,23.812802,4
04-022-0089,Hrodna,city,53.624208,23.80717,4
04-022-0090,Hrodna,city,53.624208,23.80717,4
04-022-0091,Hrodna,city,53.624208,23.80717,4
04-022-0092,Hrodna,city,53.615823,23.813107,4
04-022-0093,Hrodna,city,53.615823,23.813107,4
04-022-0094,Hrodna,city,53.615823,23.813107,4
04-022-0095,Hrodna,city,53.630467,23.852094,4
04-022-0096,Hrodna,city,53.630467,23.852094,4
04-022-0097,Hrodna,city,53.636617,23.861491,4
04-022-0098,Hrodna,city,53.636617,23.861491,4
04-022-0099,Hrodna,city,53.636617,23.861491,4
04-022-0100,Hrodna,city,53.641886,23.853083,4
04-022-0101,Hrodna,city,53.641886,23.853083,4
04-022-0102,Hrodna,city,53.641886,23.853083,4
04-022-0103,Hrodna,city,53.641886,23.853083,4
04-022-0104,Hrodna,city,53.641886,23.853083,4
04-022-0105,Hrodna,city,53.644342,23.843632,4
04-022-0106,Hrodna,city,53.644342,23.843632,4
04-022-0107,Hrodna,city,53.644342,23.843632,4
04-022-0108,Hrodna,city,53.64542,23.843704,4
04-022-0109,Hrodna,city,53.64542,23.843704,4
04-022-0110,Hrodna,city,53.64542,23.843704,4
04-022-0111,Hrodna,city,53.649007,23.858194,4
04-022-0112,Hrodna,city,53.653517,23.841782,4
04-022-0113,Hrodna,city,53.653517,23.841782,4
04-022-0114,Hrodna,city,53.653506,23.839266,4
04-022-0115,Hrodna,city,53.653506,23.839266,4
04-022-0116,Hrodna,city,53.653506,23.839266,4
04-022-0117,Hrodna,city,53.656067,23.842204,4
04-022-0118,Hrodna,city,53.660699,23.835278,4
04-022-0119,Hrodna,city,53.660699,23.835278,4
04-022-0120,Hrodna,city,53.662124,23.844513,4
04-022-0121,Hrodna,city,53.662124,23.844513,4
04-022-0122,Hrodna,city,53.658565,23.852049,4
04-022-0123,Hrodna,city,53.658565,23.852049,4
04-022-0124,Hrodna,city,53.658565,23.852049,4
04-022-0125,Hrodna,city,53.668867,23.852391,4
04-022-0126,Hrodna,city,53.670681,23.849525,4
04-022-0127,Hrodna,city,53.672799,23.848088,4
04-022-0128,Hrodna,city,53.672799,23.848088,4
04-022-0129,Hrodna,city,53.678794,23.84701,4
04-022-0130,Hrodna,city,53.677908,23.854996,4
04-022-0131,Hrodna,city,53.676863,23.859622,4
04-022-0132,Hrodna,city,53.681151,23.864689,4
04-022-0133,Hrodna,city,53.681482,23.854556,4
04-022-0134,Hrodna,city,53.684548,23.856559,4
04-022-0135,Hrodna,city,53.687918,23.859038,4
04-105-0001,Vyalikaya Byerastavitsa,town_below100,53.199918,24.011222,4
04-105-0002,Vyalikaya Byerastavitsa,town_below100,53.19721,24.012794,4
04-105-0003,Vyalikaya Byerastavitsa,town_below100,53.191125,24.0153,4
04-105-0004,Пограничный,village,53.119789,23.971867,4
04-105-0005,Кваторы,village,53.123971,24.062624,4
04-105-0006,Олекшицы,village,53.339151,23.951475,4
04-105-0007,Эйминовцы,village,53.217742,24.092088,4
04-105-0008,Конюхи,village,53.393569,23.901026,4
04-105-0009,Макаровцы,village,53.325137,23.819881,4
04-105-0010,Malaya Berestovitsa,village,53.285933,23.938952,4
04-105-0011,Пархимовцы,village,53.260829,24.050371,4
04-105-0012,Старый Дворец,village,53.259116,24.108456,4
04-105-0013,Большие Эйсмонты,village,53.367132,24.07705,4
04-105-0014,Vyalikaya Byerastavitsa,town_below100,53.196466,24.019585,4
04-106-0001,Vawkavysk,town_below100,53.165317,24.438568,4
04-106-0002,Vawkavysk,town_below100,53.167676,24.446581,4
04-106-0003,Vawkavysk,town_below100,53.167099,24.45711,4
04-106-0004,Vawkavysk,town_below100,53.167099,24.45711,4
04-106-0005,Vawkavysk,town_below100,53.170996,24.47469,4
04-106-0006,Vawkavysk,town_below100,53.163584,24.468581,4
04-106-0007,Vawkavysk,town_below100,53.165317,24.438568,4
04-106-0008,Vawkavysk,town_below100,53.16393,24.448171,4
04-106-0009,Vawkavysk,town_below100,53.161603,24.44836,4
04-106-0010,Vawkavysk,town_below100,53.160102,24.4488,4
04-106-0011,Vawkavysk,town_below100,53.161641,24.454594,4
04-106-0012,Vawkavysk,town_below100,53.152974,24.434858,4
04-106-0013,Vawkavysk,town_below100,53.149194,24.461979,4
04-106-0014,Vawkavysk,town_below100,53.143766,24.425202,4
04-106-0015,Vawkavysk,town_below100,53.149194,24.461979,4
04-106-0016,Vawkavysk,town_below100,53.159859,24.477133,4
04-106-0017,Vawkavysk,town_below100,53.137273,24.422219,4
04-106-0018,Vawkavysk,town_below100,53.161981,24.439503,4
04-106-0019,Верейки,village,53.248476,24.181462,4
04-106-0020,Репля,village,53.311501,24.203147,4
04-106-0021,Войтковичи,village,53.161597,24.58635,4
04-106-0022,Малая Лапеница,village,53.027715,24.492602,4
04-106-0023,Новые Хатьковцы,village,53.092499,24.408295,4
04-106-0024,Рупейки,village,53.095225,24.492261,4
04-106-0025,Voupa,village,53.36631,24.368545,4
04-106-0026,Гнезно,village,53.121367,24.35807,4
04-106-0027,Мстибово,village,53.113422,24.25727,4
04-106-0028,Родники,village,53.129623,24.192897,4
04-106-0029,Изабелин,village,53.092315,24.553104,4
04-106-0030,Улезлы,village,53.060279,24.577304,4
04-106-0031,Krasnasyelski,village,53.254715,24.430232,4
04-106-0032,Krasnasyelski,village,53.260447,24.426892,4
04-106-0033,Krasnasyelski,village,53.261157,24.415248,4
04-106-0034,Юбилейный,village,53.264227,24.566758,4
04-106-0035,Подороск,village,52.979779,24.620828,4
04-106-0036,Росский сельский Совет,village,53.349741,24.405996,4
04-106-0037,Дулевцы,village,53.293893,24.266018,4
04-106-0038,Ендриховцы,village,53.256832,24.3556,4
04-106-0039,Россь,village,53.285712,24.399968,4
04-106-0040,Россь,village,53.282455,24.411143,4
04-106-0041,Россь,village,53.291989,24.401773,4
04-106-0042,Шулейки,village,53.24277,24.237894,4
04-106-0043,Субочи,village,53.167293,24.348351,4
04-106-0044,Ятвезь,village,53.168108,24.40958,4
04-106-0045,Шиловичи,village,53.167784,24.244721,4
04-107-0001,Voranava,town_below100,54.151813,25.320283,4
04-107-0002,Voranava,town_below100,54.142083,25.313456,4
04-107-0003,Voranava,town_below100,54.146739,25.317063,4
04-107-0004,Полецкишки,village,54.186684,25.185563,4
04-107-0005,Больтиники,village,54.238689,25.306063,4
04-107-0006,Бенякони,village,54.249401,25.356752,4
04-107-0007,Конвелишки,village,54.229033,25.468325,4
04-107-0008,Гайтюнишки,village,54.251344,25.43264,4
04-107-0009,Переганцы,village,54.11052,25.449461,4
04-107-0010,Трокели,village,54.035055,25.409647,4
04-107-0011,Бастуны,village,54.078294,25.291501,4
04-107-0012,Zhirmuny,village,54.021722,25.221953,4
04-107-0013,Погородно,village,54.098663,25.136353,4
04-107-0014,Radun,village,54.050372,24.988095,4
04-107-0015,Radun,village,54.050372,24.988095,4
04-107-0016,Больтишки,village,53.939863,25.041104,4
04-107-0017,Дотишки,village,54.119677,25.004633,4
04-107-0018,Нача,village,54.073761,24.844894,4
04-107-0019,Гирки,village,54.005257,24.899009,4
04-107-0020,Мисевичи,village,53.877598,24.892972,4
04-107-0021,Заболоть,village,53.929044,24.797517,4
04-108-0001,Вензовец,village,53.426225,25.333237,4
04-108-0002,Войневичи,village,53.259423,25.374568,4
04-108-0003,Гезгалы,village,53.602852,25.379581,4
04-108-0004,Крутиловичи,village,53.458492,25.66034,4
04-108-0005,Торкачи,village,53.50608,25.61776,4
04-108-0006,Даниловичи,village,53.443054,25.655211,4
04-108-0007,Дворец,village,53.410684,25.563915,4
04-108-0008,Dziatlava,town_below100,53.467911,25.409836,4
04-108-0009,Dziatlava,town_below100,53.463424,25.402964,4
04-108-0010,Dziatlava,town_below100,53.465225,25.398185,4
04-108-0011,Dziatlava,town_below100,53.462282,25.395517,4
04-108-0012,Раклевичи,village,53.488827,25.472907,4
04-108-0013,Dziatlava,town_below100,53.461607,25.40538,4
04-108-0014,Жуковщина,village,53.531708,25.352362,4
04-108-0015,Козловщина,village,53.319882,25.289956,4
04-108-0016,Леоновичи,village,53.369399,25.249837,4
04-108-0017,Белогурно,village,53.309995,25.592068,4
04-108-0018,Новоельня,village,53.463006,25.576482,4
04-108-0019,Новоельня,village,53.462786,25.582501,4
04-108-0020,Новоельня,village,53.462706,25.56687,4
04-108-0021,Крутиловичи,village,53.45914,25.661221,4
04-108-0022,Хвиневичи,village,53.492491,25.268306,4
04-108-0023,Роготно,village,53.34572,25.482483,4
04-109-0001,Голынка,village,53.215515,25.03823,4
04-109-0002,Dziarečyn,village,53.248228,24.920587,4
04-109-0003,Бородичи,village,53.160485,24.787232,4
04-109-0004,Князево,village,53.214998,24.734527,4
04-109-0005,Ялуцевичи,village,53.227366,24.593258,4
04-109-0006,Теглевичи,village,53.012569,24.779452,4
04-109-0007,Каролин,village,53.07346,24.891472,4
04-109-0008,Елка,village,53.130807,25.135535,4
04-109-0009,Zeĺva,town_below100,53.159519,24.814918,4
04-109-0010,Zeĺva,town_below100,53.14981,24.816139,4
04-109-0011,Zeĺva,town_below100,53.148427,24.819957,4
04-109-0012,Zeĺva,town_below100,53.148233,24.824575,4
04-110-0001,Iwye,town_below100,53.932495,25.770833,4
04-110-0002,Iwye,town_below100,53.938548,25.761571,4
04-110-0003,Iwye,town_below100,53.932225,25.764194,4
04-110-0004,Iwye,town_below100,53.944845,25.777409,4
04-110-0005,Iwye,town_below100,53.930624,25.792114,4
04-110-0006,Позеняты,village,53.924415,25.697647,4
04-110-0007,Дайлиды,village,53.965322,25.816404,4
04-110-0008,Лелюки,village,53.878463,25.925433,4
04-110-0009,Лежневичи,village,53.896994,26.066612,4
04-110-0010,Морино,village,53.870303,25.690695,4
04-110-0011,Юратишки,village,54.028413,25.923331,4
04-110-0012,Яросмишки,village,54.069334,25.897406,4
04-110-0013,Бакшты,village,53.93814,26.186178,4
04-110-0014,Купровичи,village,53.979584,26.083033,4
04-110-0015,Лаздуны 1,village,53.966334,25.977275,4
04-110-0016,Эйгерды,village,54.063902,26.066882,4
04-110-0017,Трабы,village,54.160449,25.905984,4
04-110-0018,Геранёны,village,54.114864,25.576976,4
04-110-0019,Сураж,village,54.046227,25.584073,4
04-110-0020,Липнишки,village,54.007776,25.604492,4
04-110-0021,Центральная,village,54.035045,25.702786,4
04-110-0022,Большие Князиковцы,village,53.961614,25.555642,4
04-110-0023,Zhamyslawl,village,54.126642,25.757825,4
04-110-0024,Субботники,village,54.092913,25.750333,4
04-110-0025,Iwye,town_below100,53.935824,25.787263,4
04-111-0001,Karelichy,town_below100,53.563145,26.14252,4
04-111-0002,Karelichy,town_below100,53.570332,26.138765,4
04-111-0003,Karelichy,town_below100,53.577588,26.13103,4
04-111-0004,Остухово,village,53.587317,26.175272,4
04-111-0005,Горная Рута,village,53.585735,26.032952,4
04-111-0006,Рудники,village,53.511472,25.983806,4
04-111-0007,Karelichy,town_below100,53.531189,26.126144,4
04-111-0008,Malušyčy,village,53.488735,26.071787,4
04-111-0009,Райца,village,53.467026,26.019046,4
04-111-0010,Воронча,village,53.412713,26.059929,4
04-111-0011,Цирин,village,53.405601,26.156677,4
04-111-0012,Mir,village,53.455956,26.45817,4
04-111-0013,Mir,village,53.450894,26.482739,4
04-111-0014,Оюцевичи,village,53.417393,26.442818,4
04-111-0015,Еремичи,village,53.56875,26.346626,4
04-111-0016,Большие Жуховичи,village,53.414302,26.319748,4
04-111-0017,Луки,village,53.479922,26.241068,4
04-111-0018,Turets,village,53.529342,26.313838,4
04-112-0001,Lida,town_over100,53.915125,25.238437,4
04-112-0002,Lida,town_over100,53.912129,25.243603,4
04-112-0003,Lida,town_over100,53.934912,25.263869,4
04-112-0004,Lida,town_over100,53.932198,25.266186,4
04-112-0005,Lida,town_over100,53.932198,25.266186,4
04-112-0006,Lida,town_over100,53.897074,25.271262,4
04-112-0007,Lida,town_over100,53.896342,25.276301,4
04-112-0008,Lida,town_over100,53.8964,25.265378,4
04-112-0009,Lida,town_over100,53.897154,25.264363,4
04-112-0010,Lida,town_over100,53.897567,25.262198,4
04-112-0011,Lida,town_over100,53.897567,25.262198,4
04-112-0012,Lida,town_over100,53.895901,25.25538,4
04-112-0013,Lida,town_over100,53.895901,25.25538,4
04-112-0014,Lida,town_over100,53.905398,25.262647,4
04-112-0015,Lida,town_over100,53.89467,25.277182,4
04-112-0016,Lida,town_over100,53.891259,25.271783,4
04-112-0017,Lida,town_over100,53.885511,25.284216,4
04-112-0018,Lida,town_over100,53.915332,25.280982,4
04-112-0019,Lida,town_over100,53.898432,25.293154,4
04-112-0020,Lida,town_over100,53.893731,25.287261,4
04-112-0021,Lida,town_over100,53.893975,25.292166,4
04-112-0022,Lida,town_over100,53.891773,25.290953,4
04-112-0023,Lida,town_over100,53.891673,25.301688,4
04-112-0024,Lida,town_over100,53.895201,25.298328,4
04-112-0025,Lida,town_over100,53.899891,25.318396,4
04-112-0026,Lida,town_over100,53.900098,25.314929,4
04-112-0027,Lida,town_over100,53.898501,25.312953,4
04-112-0028,Lida,town_over100,53.894209,25.310321,4
04-112-0029,Lida,town_over100,53.882725,25.299424,4
04-112-0030,Lida,town_over100,53.887868,25.299873,4
04-112-0031,Lida,town_over100,53.889104,25.296019,4
04-112-0032,Lida,town_over100,53.88981,25.302254,4
04-112-0033,Lida,town_over100,53.88109,25.291285,4
04-112-0034,Lida,town_over100,53.881828,25.289066,4
04-112-0035,Lida,town_over100,53.86947,25.293324,4
04-112-0036,Lida,town_over100,53.870023,25.286318,4
04-112-0037,Lida,town_over100,53.874992,25.283326,4
04-112-0038,Lida,town_over100,53.87514,25.278134,4
04-112-0039,Lida,town_over100,53.878293,25.283479,4
04-112-0040,Lida,town_over100,53.876223,25.278772,4
04-112-0041,Lida,town_over100,53.877603,25.331368,4
04-112-0042,Lida,town_over100,53.871169,25.314911,4
04-112-0043,Lida,town_over100,53.877603,25.331368,4
04-112-0044,Lida,town_over100,53.875321,25.338429,4
04-112-0045,Белица,village,53.651948,25.318289,4
04-112-0046,Лайковщина,village,53.640627,25.175196,4
04-112-0047,Песковцы,village,53.564552,25.172133,4
04-112-0048,Бердовка,village,53.927289,25.508561,4
04-112-0049,Ваверка,village,53.833517,24.965682,4
04-112-0050,Гончары,village,53.733696,25.416969,4
04-112-0051,Селец,village,53.668152,25.437549,4
04-112-0052,Дворище,village,53.995943,25.390846,4
04-112-0053,Дитва,village,53.856296,25.153439,4
04-112-0054,Огородники,village,53.894214,25.389633,4
04-112-0055,Первомайский,village,53.885511,25.414678,4
04-112-0056,Крупово,village,53.929467,25.200675,4
04-112-0057,Гуды,village,53.96492,25.243342,4
04-112-0058,Малейковщизна,village,53.921202,25.311129,4
04-112-0059,Можейково,village,53.722398,24.986307,4
04-112-0060,Тарново,village,53.791417,25.144986,4
04-112-0061,Дитрики,village,53.753848,25.221136,4
04-112-0062,Далёкие,village,53.818955,25.215315,4
04-112-0063,Ёдки,village,53.849838,25.360725,4
04-112-0064,Минойты,village,53.7979,25.367804,4
04-112-0065,Шейбаки,town_below100,53.861055,25.328583,4
04-112-0066,Докудово 2,village,53.803357,25.504572,4
04-112-0067,Ходоровцы,village,53.640536,25.067542,4
04-112-0068,Byarozawka,town_below100,53.724087,25.511157,4
04-112-0069,Byarozawka,town_below100,53.72088,25.507833,4
04-112-0070,Byarozawka,town_below100,53.713372,25.499479,4
04-112-0071,Byarozawka,town_below100,53.71147,25.503449,4
04-112-0072,Byarozawka,town_below100,53.717363,25.502057,4
04-112-0073,Lida,town_over100,53.894522,25.285626,4
04-112-0074,Островля,village,53.872502,25.238491,4
04-113-0001,Masty,town_below100,53.410582,24.534374,4
04-113-0002,Masty,town_below100,53.414312,24.533017,4
04-113-0003,Masty,town_below100,53.416862,24.551029,4
04-113-0004,Masty,town_below100,53.419701,24.55967,4
04-113-0005,Masty,town_below100,53.417769,24.550472,4
04-113-0006,Masty,town_below100,53.418166,24.543384,4
04-113-0007,Masty,town_below100,53.395159,24.534877,4
04-113-0008,Masty,town_below100,53.426258,24.537473,4
04-113-0009,Masty,town_below100,53.416808,24.553274,4
04-113-0010,Голубы,village,53.461564,24.933334,4
04-113-0011,Глядовичи,village,53.523866,24.119954,4
04-113-0012,Стрельцы,village,53.456926,24.182126,4
04-113-0013,Гудевичи,village,53.371774,24.175775,4
04-113-0014,Дубно,village,53.443981,24.377753,4
04-113-0015,Хартица,village,53.505598,24.255402,4
04-113-0016,Зарудавье,village,53.330757,24.509958,4
04-113-0017,Куриловичи,village,53.356487,24.875213,4
04-113-0018,Милевичи,village,53.280635,24.872131,4
04-113-0019,Lunna,village,53.452926,24.260846,4
04-113-0020,Мальковичи,village,53.394418,24.805135,4
04-113-0021,Микелевщина,village,53.484985,24.66242,4
04-113-0022,Мосты Правые,village,53.427068,24.627996,4
04-113-0023,Большие Степанишки,village,53.43431,24.577053,4
04-113-0024,Большие Озёрки,village,53.303678,24.952189,4
04-113-0025,Pacavichy,village,53.319974,24.685381,4
04-113-0026,Большая Рогозница,village,53.267023,24.686441,4
04-113-0027,Pieski,village,53.348559,24.630673,4
04-113-0028,Струбница,village,53.311523,24.597768,4
04-114-0001,Navahrudak,town_below100,53.595702,25.82007,4
04-114-0002,Navahrudak,town_below100,53.592565,25.821507,4
04-114-0003,Navahrudak,town_below100,53.588798,25.813934,4
04-114-0004,Navahrudak,town_below100,53.58179,25.8031,4
04-114-0005,Navahrudak,town_below100,53.586054,25.801519,4
04-114-0006,Navahrudak,town_below100,53.588274,25.805768,4
04-114-0007,Navahrudak,town_below100,53.59326,25.818516,4
04-114-0008,Navahrudak,town_below100,53.59683,25.814859,4
04-114-0009,Navahrudak,town_below100,53.59683,25.814859,4
04-114-0010,Navahrudak,town_below100,53.591796,25.822765,4
04-114-0011,Navahrudak,town_below100,53.592624,25.829493,4
04-114-0012,Navahrudak,town_below100,53.587894,25.828837,4
04-114-0013,Navahrudak,town_below100,53.598871,25.839455,4
04-114-0014,Navahrudak,town_below100,53.603099,25.823208,4
04-114-0015,Navahrudak,town_below100,53.601933,25.823402,4
04-114-0016,Navahrudak,town_below100,53.593779,25.809721,4
04-114-0017,Navahrudak,town_below100,53.586007,25.799283,4
04-114-0018,Валевка,village,53.46358,25.880912,4
04-114-0019,Заполье,village,53.423242,25.763709,4
04-114-0020,Нёвда,village,53.546071,25.831748,4
04-114-0021,Navahrudak,town_below100,53.6182,25.87086,4
04-114-0022,Брольники,village,53.623786,25.983841,4
04-114-0023,Большие Воробьевичи,village,53.701417,25.968229,4
04-114-0024,Вересково,village,53.761423,25.908473,4
04-114-0025,Голынь,village,53.741404,26.025469,4
04-114-0026,Lubcha,village,53.75143,26.058114,4
04-114-0027,Lubcha,village,53.749487,26.055976,4
04-114-0028,Негневичи,village,53.659813,26.085333,4
04-114-0029,Задворье,village,53.65476,26.101341,4
04-114-0030,Кошелево,village,53.531676,25.721794,4
04-114-0031,Ладеники,village,53.636575,25.769261,4
04-114-0032,Кмитянка,village,53.589252,25.745725,4
04-114-0033,Vselyub,village,53.720704,25.798312,4
04-114-0034,Бенин,village,53.754609,25.833616,4
04-114-0035,Отминово,village,53.792773,25.704429,4
04-114-0036,Piatrevičy,village,53.644854,25.667742,4
04-114-0037,Налибоки,village,53.698064,25.690254,4
04-114-0038,Ščorsy,village,53.650362,26.172389,4
04-114-0039,Лавришево,village,53.69012,26.157872,4
04-115-0001,Astravyets,town_below100,54.617018,25.964923,4
04-115-0002,Astravyets,town_below100,54.615308,25.971139,4
04-115-0003,Astravyets,town_below100,54.622831,25.963117,4
04-115-0004,Astravyets,town_below100,54.617196,25.956937,4
04-115-0005,Astravyets,town_below100,54.61449,25.959282,4
04-115-0006,Astravyets,town_below100,54.616038,25.978568,4
04-115-0007,Astravyets,town_below100,54.609229,25.970969,4
04-115-0008,Ворняны,village,54.72256,26.014501,4
04-115-0009,Ворона,village,54.753295,25.963108,4
04-115-0010,Гоза,village,54.778762,26.038342,4
04-115-0011,Трокеники 1,village,54.751055,25.892016,4
04-115-0012,Гервяты,village,54.691074,26.138989,4
04-115-0013,Рымдюны,village,54.665349,26.21567,4
04-115-0014,Чехи,village,54.745017,26.157037,4
04-115-0015,Дайлидки,village,54.568902,26.10692,4
04-115-0016,Станция Гудогай,village,54.594423,25.892375,4
04-115-0017,Лоша,village,54.585679,25.818821,4
04-115-0018,Палуши,village,54.606476,25.874561,4
